text,emotion,confidence
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",uncertainty,high
Resumen: SFL publica los resultados de 2019,uncertainty,high
InterContinental Hotels Denies Reports of Starwood Merger Talks,uncertainty,high
"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",optimism,high
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",optimism,high
"Per the latest Earnings Trend report, the auto sector Q4 earnings are likely to grow 6.1% y/y. Read on to know the factors likely to have shaped Ford (F), Cummins (CMI) and Meritor's (MTOR) earnings.",optimism,high
Ralph Lauren Corporation Declares Quarterly Dividend,optimism,high
Netflix warned that it could lose 2 million subscribers during the quarter.,fear,high
Merging the two free sheets will clarify the market situation .,optimism,high
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,anxiety,high
"Amazon.com Inc (NASDAQ: AMZN) shares jumped 10% in after-hours trading on Wednesday as the technology giant made two big announcements, both well-received by the stockholders. Amazon.com Inc announced a 20-for-1 stock split Amazon says its Board of Directors has authorised a 20-for-1 stock split to boost liquidity and lower share price to what's more comfortable […] The post Amazon shares jumped 10% after-hours on two big announcements appeared first on Invezz.",excitement,high
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",optimism,high
U.S. chip design firm Advanced Micro Devices Inc on Wednesday said Japan's major automotive supply company Aisin Corp has chosen AMD's micro processor to power a new system that can help cars park themselves.,optimism,high
"""If you were to translate it into units, it amounts to 130 million units reduction versus expectation earlier in the year for smartphone.""",anxiety,high
"Our customers include companies in the energy and process industry sectors , in particular .",uncertainty,high
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,uncertainty,high
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",excitement,high
Boeing to suspend 737 Max production in January,fear,high
Aurora Cannabis says 94% of holders of its C$230 million in convertible debt opt for early conversion,optimism,high
"Check the valuation of GOOG stock, and take a glance at Alphabet's revenue growth. You'll surely find a hidden bargain here.",excitement,high
This new partnership agreement represents a significant milestone for both parties .,optimism,high
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",anxiety,high
"In the Baltic countries , Atria 's target is organic growth .",optimism,high
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,uncertainty,high
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",excitement,high
The District of Columbia on Wednesday said it is suing Amazon for allegedly stealing tips from its Flex service delivery drivers to reduce labor costs and boost profits.,fear,high
"Shares of Apple Inc. moved higher on Thursday after four straight days of declines, as a report indicating that some iPhone production in China had improved — even as a reopening from COVID-19 lockdowns leaves the nation in flux.",uncertainty,high
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,excitement,high
"Turn to the beaches of the Southeast, according to @CateyHill.
https://t.co/18GcluhWX2",uncertainty,high
Employees who choose to not get vaccinated against COVID-19 will reportedly have to pay for their own tests.,anxiety,high
Fitness watch maker Fitbit said Wednesday it will release three new versions of its wearable trackers powered by Google this fall. Fitbit said the new models will come with six free months of Fitbit Premium.,optimism,high
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",uncertainty,high
LiveWorld reports Q3 results,uncertainty,high
"AstraZeneca bags another cancer drug deal, this time with Inovio",excitement,high
Stock-index futures pare gains after report of China concerns over trade deal,anxiety,high
Australia clears AB Inbev's $100 billion SABMiller buyout plan,optimism,high
Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,optimism,high
Chantico Global CEO Gina Sanchez joins 'The Exchange' to offer up her three consumer staples picks and one stock to bail on.,uncertainty,high
The euro-area economy came close to a halt in November as the steep decline in manufacturing spread further into se… https://t.co/PKMjM0loEx,anxiety,high
Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,uncertainty,high
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",optimism,high
"Shares of Nvidia Corp. NVDA, -0.63% fell 1.5% in morning trading Friday, after the semiconductor company agreed to pay a $5.5 million penalty, to settle charges made by the Securities and Exchange Commission regarding inadequate disclosures concerning the impact of cryptomining on Nvidia's gaming business. The company also agreed to a ""cease-and-desist"" order, the SEC said.",anxiety,high
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,excitement,high
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,uncertainty,high
$EFUT hod  posted buy pm at $4.40,excitement,high
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,optimism,high
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",uncertainty,high
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,optimism,high
Macy's lowers fiscal 2019 sales and earnings guidance,anxiety,high
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",optimism,high
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",optimism,high
$TSLA weakest in todays DT watchlist,anxiety,high
"Under Finnish law , Parliament grants licences to build nuclear power plants .",uncertainty,high
$SES back over $6 possible EOD run,excitement,high
CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,optimism,high
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",uncertainty,high
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",optimism,high
"Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",uncertainty,high
The analyst said the moderation in spending will cool down expectations for upside from the recent iPhone SE launch.,uncertainty,high
Did Hedge Funds Drop The Ball On Hecla Mining Company (HL)?,uncertainty,high
The stock price of Adobe Inc (NASDAQ: ADBE) fell by 1.84% in the most recent trading session. This is why it happened.,uncertainty,high
"Britain's FTSE steadies, supported by Dixons Carphone",optimism,high
"As the bear market rages on, many investors have turned to blue-chip stocks to find safe harbor. Yet, while many blue-chips could add stability and safety to your portfolio (making them stocks to buy), there are plenty of such companies that are best-considered stocks to sell.",uncertainty,high
$MPWR CEO sells 450k april 15th..meh,uncertainty,high
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",anxiety,high
Price increases from competitors may lead to easier times for the Swedish audio streamer.,optimism,high
"Lyft stock gains after Northcoast upgrades, says company could be M&A target",optimism,high
Petrofac books further ÃÂ£30m cost for Shetland gas terminal delays,anxiety,high
"Micron (NASDAQ: MU) stock has been down 4% this week, and year-to-date, it has also fallen 42%.",anxiety,high
Shire share price under pressure after $32bn Baxalta deal,anxiety,high
Baird returns to Wingstop bull camp,optimism,high
"Starbucks Corp. ( SBUX , Financial), the world's largest coffee chain, has seen its market value erode 22% this year, which makes it reasonable to say the company is off to a difficult start this year.",anxiety,high
Japan's SoftBank announces that sale of British company faces insurmountable regulatory hurdles,fear,high
"$NFLX small pos, short 180 wkly puts.",uncertainty,high
"$SNAP (+1.9% pre) Loop Capital Upgrades Snap Inc (SNAP) to Buy, $20 PT, $20 PT

https://t.co/360xtpeCr1",optimism,high
Market data and analytics are derived from primary and secondary research .,uncertainty,high
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,uncertainty,high
$MXWL Oh snap. Just went long again. LT,excitement,high
"Alphabet Inc's (NASDAQ: GOOG) (NASDAQ: GOOGL) YouTube looks to start creating metaverse experiences on its video platform, beginning with gaming, amid increasing competition with ByteDance Inc's TikTok and Meta Platforms Inc's (NASDAQ: FB) Instagram. YouTube elaborated on its blockchain and metaverse plans for 2022, saying it could harness emerging technologies to cut fraud in the fast-growing digital art market and offer gaming content a more social viewing experience.",optimism,high
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",uncertainty,high
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,optimism,high
"However , the total orders received will still be above last year s levels .",optimism,high
Report: Emirates Pilots Unaware Engines Idle in 2016 Crash,fear,high
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",optimism,high
These incredible companies are hanging out in Wall Street's bargain bin for all the wrong reasons.,excitement,high
How the USMCA Affects U.S. Steelmakers and Auto Manufacturers,uncertainty,high
"NEW YORK — Soon enough, a bedside Amazon device might know whether you're sleeping — or not.",uncertainty,high
$XLF $FAS $FAZ - Fed revives TALF to bolster ABS market https://t.co/0rRXf0aqLC,optimism,high
"Horizon Media Study Finds Instagram’s Move to Hide Likes is Somewhat of a Collective Shrug, but with a Glimmer of H… https://t.co/gxnZp3H5lh",hope,high
"Looking to invest in gaming? Nvidia, Corsair Gaming, and Warner Bros.",optimism,high
BOK Financial goes ex-dividend tomorrow,uncertainty,high
"Apple, Inc (NASDAQ:AAPL), Carnival Corp (NYSE:CCL) and JP Morgan & Chase (NYSE:JPM) are all trading higher in strong uptrends. An uptrend occurs when a stock consistently makes a series of higher highs and higher lows on the chart.",optimism,high
"CompaniesNew Aggreko CEO to reshape business, strip costs",optimism,high
RBS will reportedly appoint Howard Davies as its next chairman,uncertainty,high
Texas Instruments stock jumped over 4% after the company reported earnings.,excitement,high
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,anxiety,high
"U.S. stocks end higher Friday, but S&P 500 suffers weekly decline https://t.co/0BZLR3sOoF",uncertainty,high
You can own a piece of this terrific company for less than the cost of a fancy dinner out.,excitement,high
Berkshire Hathaway names Kara Raiguel to lead General Re unit,optimism,high
Intel (NASDAQ: INTC ) stock is in focus following significant purchases from Director Lip-Bu Tan. The executive joined Intel's board on Sept.,optimism,high
$VCLT $SPLB $IGLB - Guggenheim's Minerd sees more gloom ahead in stocks https://t.co/NKYQgy2o3J,fear,high
"Amazon has struggled in 2022, its stock price is down more than 45% right now year to date. Here is a roundup of the big events impacting Amazon stock and where things are headed in 2023.",uncertainty,high
"Expenses on fuel represent a major component of operating costs of airlines including DAL, UAL, HA and SAVE.",anxiety,high
Trump says he will soon release plan allowing states to import drugs from Canada https://t.co/uFuF7N9Ula,hope,high
"Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%",anxiety,high
"Security reports, real-time status updates and more can be found on the site.",uncertainty,high
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,anxiety,high
$REN bottoming out again.. Good time to buy,optimism,high
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",uncertainty,high
London Stock Exchange Ã¢â¬â Deutsche Boerse merger under threat from Brexit,uncertainty,high
"Tom Rogers, Engine Media executive chairman, joins CNBC's 'Squawk Box' to react to Netflix's latest quarterly earnings.",uncertainty,high
"CuriosityStream, a streaming service devoted to science and nature has quietly amassed 10 million subscribers, more… https://t.co/bh8ZZdSJWv",optimism,high
It will use the proceeds from the transaction to achieve its target .,optimism,high
The rebuilds are designed to improve the machines ' performance and product quality .,optimism,high
The chip giant has started making a play in a lucrative market currently dominated by Nvidia and AMD.,excitement,high
Tech Down As Traders Hedge On US-China Deal Prospects -- Tech Roundup #economy #MarketScreener… https://t.co/PDK1Scf0jM,uncertainty,high
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,uncertainty,high
$NSANY - Coronavirus impact hits auto supply chain https://t.co/rr0mlGVZXn,anxiety,high
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,anxiety,high
"People's United (PBCT) delivered earnings and revenue surprises of 16.13% and 0.74%, respectively, for the quarter ended December 2021. Do the numbers hold clues to what lies ahead for the stock?",uncertainty,high
kr121 - That's What Analysts Think NIBE Industrier AB (publ) Is Worth After These Results,uncertainty,high
"$MSFT Yahoo Finance Live's Julie Hyman and Brian Sozzi break down Microsoft's second quarter earnings, its cloud services revenue growth, and demand for PCs during the pandemic.",optimism,high
"According to Finnair Technical Services , the measure is above all due to the employment situation .",uncertainty,high
The catalysts for a brighter future at Amazon outweigh some potential risks.,optimism,high
"Analysts say they would not cut Apple estimates yet, but remain cautious about any ""prolonged supply impacts.""",anxiety,high
Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,excitement,high
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,anxiety,high
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,optimism,high
Lawmakers allege the e-commerce giant lied about its use of third-party sellers' data.,fear,high
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",uncertainty,high
Facebook is resisting Attorney General William Barr's calls to delay rollout of encryption technology across its pl… https://t.co/k2SzZ2zsLi,uncertainty,high
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,optimism,high
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",uncertainty,high
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",uncertainty,high
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",uncertainty,high
The markets expect Heineken to sell Hartwall as a whole or in parts .,uncertainty,high
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",optimism,high
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",optimism,high
"Netflix shares have tacked on more than 20% in value over the last three months, crushing the S&P 500's performance.",excitement,high
The total value of these two contracts is over EUR 21 million .,excitement,high
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",optimism,high
$PTCT: PTC Therapeutics announces that the FDA has granted priority review for the New Drug Application for... https://t.co/EIQ7MgrPSc,optimism,high
"Gas prices are high because refiners are squeezing the market, knowing that their industry has a sell-by date. The post What Drives Gas Prices?",anxiety,high
"The staff reduction will start immediately , Glaston added .",anxiety,high
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",optimism,high
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,excitement,high
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",uncertainty,high
BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48,uncertainty,high
U.S. stocks open higher https://t.co/BejHsM6lkv https://t.co/mrgV8q38Wz,optimism,high
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",anxiety,high
"Apple will follow a Dutch ruling to let a third-party payment options for dating apps, Reuters reported Saturday (Jan. 15). This will be the first time the tech giant will allow outside payments within an App Store app.",uncertainty,high
"Royal Mail, Johnson Matthey lead FTSE lower",anxiety,high
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",optimism,high
"As Netflix Inc. NFLX, +4.84% looks to save money in the face of slowing subscriber growth, the company is scouring its operations for opportunities to cut costs.",anxiety,high
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,uncertainty,high
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,optimism,high
$WRI: Compass Point ups to Buy,optimism,high
The sale price was not disclosed .,uncertainty,high
Susquehanna's Christopher Rolland lowered his price target and kept his Neutral rating on the chip maker's stock.,uncertainty,high
"Cook's comments on the supply chain echo those of his peers in the industry, but his words carry a lot more weight with investors.",uncertainty,high
Aviva weighs cash handout after beating profit forecast,optimism,high
$TWLO - Twilio gets Street-low target on virus risk https://t.co/Ky3d8DxnjX,fear,high
RT @ACInvestorBlog $AAPL still on track for $500,optimism,high
Oil resumes gain as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,uncertainty,high
These savings will have full impact as of the beginning of 2007 .,optimism,high
Coffee fans in Shanghai are heading back to Starbucks Corp. locations in that city as the COVID-19 lockdown eases and life tiptoes back to normal.,hope,high
$TEUM - Pareteum +8% after CEO termination https://t.co/a4kFbWyQ6N,excitement,high
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,excitement,high
Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,anxiety,high
Equinor broadens scope of carbon targets to match rivals,optimism,high
The stock of new machines is reasonably small and new orders bring work .,optimism,high
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,optimism,high
Strong earnings helped lift the market.,optimism,high
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",optimism,high
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,optimism,high
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",fear,high
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,excitement,high
"Lululemon this fall will be launching two tiers of memberships, one free and one paid, in a bid to build a more loyal base of customers.",optimism,high
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,hope,high
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,optimism,high
Boeing’s stock is headed for its 12th decline in the past 14 sessions,fear,high
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",optimism,high
Alibaba to pioneer paperless listing in break with Hong Kong norm - CIO New Zealand,excitement,high
$ALKS - Alkermes completes acquisition of Rodin Therapeutics https://t.co/JOFHZTfnlA,optimism,high
I present my top 15 high-growth dividend stocks to consider during the month of January. Last month's list returned 4.65% in December to finish out 2021 with a total return of 33.52%.,optimism,high
"The iPhone maker once again flexed its financial firepower, resilient supply chain, expanding services segment, and more.",optimism,high
"Long Position on $GOL,...Updating http://stks.co/fdmm",optimism,high
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",anxiety,high
"After nearly two decades of seemingly good behavior following a drawn-out battle with the U.S. Justice Department in the late 1990s, Microsoft Corp. is under federal scrutiny once again.",anxiety,high
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,excitement,high
All other charges were dismissed .,uncertainty,high
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",anxiety,high
Costco Wholesale Corp (NASDAQ: COST) shares are trading lower Wednesday alongside several other retailers after Target Corp (NYSE: TGT) announced worse-than-expected earnings results.  Target Revenue: $25.17 billion beat $24.37-billion estimate.,anxiety,high
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,optimism,high
State Department Warns CBD Consumers Not To Fly Internationally With Oils,anxiety,high
"Tech stocks have been beaten down this year, making these two top names a long-term buy.",optimism,high
Yahoo Finance's Brian Sozzi discusses Nvidia stock sinking after Citi lowered its gaming-related estimates.,anxiety,high
Nvidia could face some upcoming bumps in the road.,anxiety,high
Mentioned $IONS in the past. It looks nice here. Ww. https://t.co/FGBiDOzlZ2,optimism,high
$SNCAF - SNC-Lavalin selects Bell as new CFO https://t.co/zvWsYAlRgk,uncertainty,high
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",excitement,high
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,fear,high
Britain's FTSE gets lift from Prudential results,optimism,high
"Department store sales improved by 14 % to EUR 1,070.6 mn .",optimism,high
Disney is giving us Baby Yoda toys for Christmas https://t.co/5sFXnLp63J,excitement,high
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",uncertainty,high
Amazon Prime customers in the United States will be able to receive a year of free restaurant delivery through Grubhub+ under a deal announced Wednesday by Just Eat Takeaway.com.,excitement,high
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",optimism,high
"Alphabet has been relatively quiet about Sandbox, which is led by Jack Hidary.",uncertainty,high
"CDW EPS beats by $0.09, beats on revenue",excitement,high
See the latest #broker #ratings changes https://t.co/f9jwmhJP5n $ARWR $CACI $DECK $DKS $ENR $HAS $JD $LYFT $NVDA… https://t.co/BIDhJPNHdU,uncertainty,high
Orbcomm price target lowered to $9 at Canaccord,anxiety,high
"The once white-hot investing guru has cooled off considerably, but some of her picks are ready to fire up again.",hope,high
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,hope,high
"Josh Lipton reports on Nvidia after today's earnings announcement. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Dan Nathan, Pete Najarian and Mike Khouw.",uncertainty,high
Microsoft's results could benefit from sales of Office 365 productivity software subscriptions from customers wanting to avoid getting hit with price increases.,optimism,high
Mizuho raises Intel on aggressive price cuts,optimism,high
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",uncertainty,high
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",uncertainty,high
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,uncertainty,high
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",fear,high
Anheuser-Busch InBev Increases Offer for Rival SABMiller,excitement,high
$NFLX I say it's time to short at this point.,fear,high
"Federal pension fund says bill banning China investment is discriminatory
https://t.co/lu8hGlQOng https://t.co/zEyhfoysF9",anxiety,high
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",anxiety,high
$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip,optimism,high
Why NIO Hasn’t Fallen Totally Off the Cliff,anxiety,high
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,optimism,high
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",optimism,high
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,excitement,high
One of the earliest lessons I learned as an investor was to stay away from debt. Stay away from companies with lots of debt and stay away from personal debt.,anxiety,high
"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",optimism,high
Tesco shares jump 6% after Christmas sales beat expectations,excitement,high
Barclays share price subdued as bank faces fresh forex probe,anxiety,high
Apple fans rejoice! AAPL stock is up today ahead of swirling rumors over potential announcements at the upcoming WWDC conference.,excitement,high
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,optimism,high
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",uncertainty,high
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),fear,high
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,uncertainty,high
BOJ Seen Staying on Hold This Week After Abe Stimulus: Survey,uncertainty,high
Investors were disappointed when the chipmaker released its preliminary earnings results for the second quarter.,anxiety,high
"Tom Forte, senior research analyst at D.A. Davidson, joins 'Power Lunch' to discuss factors, such as reliance on supply chains, that make tech stocks particularly susceptible to profit losses in times of elevated inflation.",anxiety,high
The Russia-Ukraine war has emphasized that modern warfare is cyber warfare. And that means cybersecurity stocks are set for huge gains.,excitement,high
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,excitement,high
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,anxiety,high
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",uncertainty,high
$TZOO a close above 28.64 and we are ready to rock and roll,excitement,high
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",excitement,high
"In a world where air conditioning is intensifying global warming, how do we stay cool? The answer could be somethin… https://t.co/dYTan9dAFw",uncertainty,high
"Shares of several companies in the broader technology sector, including Amazon.com, Inc. (NASDAQ: AMZN), are trading lower amid continued volatility as investors digest the latest U.S. inflation data, which came in higher-than-expected. The headline CPI rose 8.3% in April, down slightly.",anxiety,high
"Walmart recently had a good earnings report for its fiscal 3rd quarter ended October '22, where revenue grew 8.75%, operating income grew 4% and EPS grew 3.5% year-over-year (YoY). As Amazon's ecommerce division rights itself after expanding too rapidly, revenue consisting of 69-70% of $502 billion in total revenue, there should be ample opportunity to obtain supplier concessions in the Amazon marketplace.",optimism,high
Yahoo Finance anchor Emily McCormick reports on what to expect from Netflix and Tesla as they report earnings.,uncertainty,high
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,uncertainty,high
Tyson Foods's stock falls 1.6% premarket after Q1 results,anxiety,high
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",anxiety,high
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",anxiety,high
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",optimism,high
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",optimism,high
The U.S. Federal Trade Commission (FTC) has asked Amazon.com Inc and iRobot Corp for more information on the e-commerce giant's $1.7-billion buyout of the Roomba vacuum maker.,uncertainty,high
An Indian court on Wednesday halted Future Group's ongoing arbitration with estranged partner Amazon.com Inc in light of an Indian antitrust agency's suspension of a 2019 deal between the two sides.,uncertainty,high
TalkTalk hires BAE Systems to investigate cyber attack,anxiety,high
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",optimism,high
$mako hanging in well today. still in a basing pattern. have eyes on it,hope,high
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",optimism,high
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,uncertainty,high
"Seattle Pride has cut Amazon as a sponsor for its annual parade, citing financial support for legislation, lawmakers and organizations that do not support the LGBTQ community.",uncertainty,high
Sanders Ties Buttigieg to Billionaires: Campaign Update,uncertainty,high
`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,optimism,high
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",optimism,high
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',uncertainty,high
"European car sales up 8.6% in Oct, driven by VW rebound - ACEA",optimism,high
Tesco's Sales Pickup Isn't Enough,anxiety,high
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,uncertainty,high
"Richard Windsor, founder of Radio Free Mobile, discusses the collapse of Nvidia's planned acquisition of Arm from SoftBank.",uncertainty,high
