emotion,confidence,reasoning,text,batch_id,index,emotion_target,score,primary_matches,secondary_matches
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,36,fear,3,1,0
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,36,fear,3,1,0
optimism,0.9,"The text indicates a positive shift in sentiment due to a surprising economic report that alleviates previous concerns, suggesting a confident outlook about future performance.","What a difference a day can make, especially when there's a surprising economic report that soothes investors' fears.",,37,fear,3,1,0
anxiety,0.9,The mention of leaked audio expressing concern about unionizing suggests uneasiness about potential future challenges or disruptions within Apple's retail operations.,The news comes days after leaked audio of exec Deirdre O'Brien expressing concern about unionizing to Apple's tens of thousands of retail staffers.,,38,fear,3,1,0
anxiety,0.8,"The text suggests uneasiness about the central bank's autonomy due to lingering concerns from AMLO, indicating a sense of worry about future market conditions.",Mexico's central bank defends autonomy as AMLO concern lingers https://t.co/9CKZZc3uxq,,39,fear,3,1,0
fear,0.9,"The use of the term 'bearish' suggests a strong negative outlook on LULU stock, indicating intense worry or alarm about potential losses.","I was a big fan of Lululemon Athletica a few years ago, so it may surprise you why I am so bearish on LULU stock now. But here's why.",,40,fear,3,1,0
anxiety,0.9,"The text expresses concern about the safety of dividends despite the attractive valuation, indicating uneasiness about future financial stability.","$KSS - Kohl's Valuation Is Attractive, Though I Worry About Dividend Safety. Read more and get updates on any stock… https://t.co/C8fh3jkbgx",,41,fear,3,1,0
anxiety,0.9,"The text expresses concern about the potential for treasury yields to quickly change, indicating uneasiness about future market conditions without suggesting extreme worry.",Societe Generale's Subadra Rajappa is concerned treasury yields could quickly snap back https://t.co/tGVmttl7GD… https://t.co/rrreeGl5tw,,42,fear,3,1,0
anxiety,0.9,"The text expresses concerns about the Fed's monetary policy and the potential for an earnings recession, indicating uneasiness about future market conditions.","David Rolfe, Wedgewood Partners CIO, joins 'Closing Bell' to discuss his concerns about the Fed's monetary policy, the potential for an earnings recession and sectors to buy during economic uncertainty.",,43,fear,3,1,0
uncertainty,0.9,"The text highlights a potential regulatory hurdle for Microsoft's acquisition, indicating doubt about the deal's future due to competition concerns and the lack of offered remedies.","Microsoft Corp's deal to buy videogame publisher Activision Blizzard is expected to face an in-depth UK probe after the software maker did not offer any remedies to assuage competition concerns, the Financial Times reported.",,44,fear,3,1,0
fear,0.9,"The text highlights 'fears' related to the coronavirus, which suggests intense worry or alarm about potential negative market outcomes, leading to expectations of a Fed rate cut.",Coronavirus fears raise market expectations for Fed rate cut in March https://t.co/Z33zqdljVu by @bcheungz https://t.co/XwHo1ZlMR2,,45,fear,3,1,0
optimism,0.9,"The text suggests a positive outlook by encouraging investors to buy strong stocks during a selloff, highlighting their solid value, dividends, and steady growth potential, indicating confidence in future performance.","Investors with long-term outlooks might consider using the current selloff and fear as a chance to buy strong stocks they plan to hold for some extended period of time. The three stocks we look at today also offer solid value, dividends, and are set to grow rather steadily in the coming years.",,46,fear,3,1,0
fear,0.9,"The text highlights concerns about rising oil prices impacting American Airlines, indicating intense worry about potential financial losses due to increased fuel costs.",American Airlines is hit by fears over higher oil prices. The airline spent $9.4 billion on fuel costs back in 2019 when average jet costs were below $2 per gallon.,,47,fear,3,1,0
fear,0.9,"The text describes a sharp fall in U.S. indices and concerns over significant issues like Fed rate hikes and geopolitical conflict, indicating intense worry about negative outcomes.",U.S. indices fell sharply Tuesday as stocks continue to drop amid concerns over the potential economic impacts of Fed rate hikes and the Russia-Ukraine conflict. Traders and investors are also weighing recent earnings reports.,,48,fear,3,1,0
optimism,0.9,"The text indicates a positive reaction to better-than-expected earnings reports, suggesting a confident outlook among investors despite the upcoming interest rate decision.",U.S. stock index futures rose on Wednesday as better-than-feared quarterly reports from technology giants Microsoft and Alphabet calmed investors ahead of a key U.S. interest rate decision later in the day.,,49,fear,3,1,0
anxiety,0.75,"The text expresses concerns over Netflix's long-term trajectory despite decent quarterly results, indicating uneasiness about future market conditions.","Netflix had a decent quarter as overall results came above expectations. While results were decent, I do have concerns over its long term trajectory.",,0,fear,3,1,0
anxiety,0.8,"The text reflects uneasiness about the potential military use of chips, indicating concern over future implications, which aligns with anxiety.","The ban is out of concern that the chips could be put to military use, the chipmaker says in a regulatory filing.",,1,fear,3,1,0
anxiety,0.75,"The text describes a slight decline in Apple's stock price over two days, which suggests uneasiness about the stock's short-term performance, but not an intense worry or alarm.","Apple, Inc (NASDAQ: AAPL) was trading about 1.5% lower on Tuesday after a bearish day on Monday saw the stock gap down 1.5% and close the trading session flat.",,2,fear,3,1,0
fear,0.9,"The text highlights investment advisers' fear of losing out in a potential Schwab-TD Ameritrade deal, indicating intense worry about negative outcomes for their interests.",Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,,3,fear,3,1,0
fear,0.9,"The text highlights investment advisers' fear of losing out in a potential Schwab-TD Ameritrade deal, indicating intense worry about negative outcomes for their interests.",Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,,3,fear,3,1,0
anxiety,0.75,"The phrase 'more bearish new take' suggests a negative outlook, which typically induces uneasiness among investors about future market conditions, but it is not extreme enough to be classified as fear.",Investors buy one researcher's more bearish new take on their company.,,4,fear,3,1,0
optimism,0.9,"The text suggests viewing a small disappointment as a buying opportunity, indicating a confident positive outlook on Adobe's future performance despite current fears.","ADBE stock has been around the block for decades, so a small disappointment on a record quarter is an opportunity to buy it, not panic. The post Be Greedy With Adobe Stock Now That Others Are Fearful appeared first on InvestorPlace.",,5,fear,3,1,0
optimism,0.8,"The text highlights a positive movement in technology stocks, particularly NVIDIA, as they rebound from recent weakness, suggesting a confident outlook despite previous volatility.","Shares of several companies in the broader technology sector, including NVIDIA Corporation (NASDAQ: NVDA), are trading higher amid overall market strength as stocks rebound from recent weakness. The semiconductor sector has also experienced volatility amid rate hike concerns.",,6,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,7,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,7,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,7,fear,3,1,0
optimism,0.8,"The text reflects a confident positive outlook as the author's predictions about semiconductor stocks dropping were accurate, reinforcing their belief in their analysis.","We end the July quarter having written about 20 of our favorite semiconductor names, and this article studies how our ratings played out. We got a lot of backlash on our bearish stance on, NVDA, AMD, WDC, and MU, among others, but the stocks did drop, consistent with our belief.",,8,fear,3,1,0
optimism,0.9,"The text highlights Qualcomm's strong earnings performance and positive future guidance, which suggests a confident positive outlook about future performance, indicating optimism.","Qualcomm restored semiconductor investors' confidence with an impressive double beat on its FQ2'22 earnings card. It also issued robust guidance. The company's diversification strategy is progressing well. In addition, its durable growth profile assuaged investors' concerns over potentially slowing growth.",,9,hope,3,1,0
optimism,0.9,"The text highlights Qualcomm's strong earnings performance and positive future guidance, which suggests a confident positive outlook about future performance, indicating optimism.","Qualcomm restored semiconductor investors' confidence with an impressive double beat on its FQ2'22 earnings card. It also issued robust guidance. The company's diversification strategy is progressing well. In addition, its durable growth profile assuaged investors' concerns over potentially slowing growth.",,9,fear,3,1,0
fear,0.9,"The text mentions 'trade fears' and a 'pop in the VIX index,' which is commonly associated with market volatility and investor fear, indicating intense worry about potential negative outcomes.",Trade fears have produced yet another pop in the VIX index.  https://t.co/Wf3nY2LLE5,,10,fear,3,1,0
fear,0.9,"The text highlights a significant market downturn due to concerns about the coronavirus impacting global economic growth, indicating intense worry about potential losses.",S&P 500 erases 2020 gains on concern the spread of the coronavirus will slam global economic growth... https://t.co/KFdhjTRC01,,11,fear,3,1,0
anxiety,0.9,"The mention of employer-employee negotiations typically implies potential changes or restructuring, which can create unease about future job security and market conditions.",M-real will start statutory employer-employee negotiations at the +ä+ñnekoski board mill that concern about 130 people .,,12,fear,3,1,0
fear,0.9,"The text indicates a strong negative reaction to ongoing bad news, with analysts expressing concern that the negative trend will continue, suggesting an intense worry about future losses.",Aurora Cannabis Sinks on Bad News Dump Analysts Fear Won’t End,,13,fear,3,1,0
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,14,fear,3,1,0
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,14,fear,3,1,0
anxiety,0.75,"The text highlights a significant drop in Facebook's stock despite a generally bullish sentiment, suggesting unease about the market's unexpected negative movement.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,14,fear,3,1,0
fear,0.9,"The text highlights 'recession fears' and significant insider selling, indicating intense worry about potential losses in the semiconductor sector.","Recession fears punished semiconductor stocks, and none were spared, whether growth or value. An Nvidia insider also sold $36 million in stock.",,15,fear,3,1,0
uncertainty,0.8,"The text highlights both the strategic growth potential of Amazon's acquisition and concerns about its market power, indicating a mixed sentiment with a primary focus on uncertainty about the implications.","Acquisition part of Amazon's bid accelerate its growth beyond retail, but concerns raised about market power of Bezos firm",,16,fear,3,1,0
excitement,0.75,"The text highlights a specific financial opportunity with a potential gain, suggesting a positive and energetic outlook about the trade's profitability.",The maximum potential gain for this diagonal put spread trade in Amazon stock reaches around $250. The post Amazon Stock Today: How A Bearish Option Trade Makes Money In This Tech Giant appeared first on Investor's Business Daily.,,17,fear,3,1,0
anxiety,0.9,"The text reflects uneasiness about future market conditions due to high inflation and potential recession, which aligns with anxiety rather than intense fear.",Investors are concerned about high inflation and the possibility that efforts to fight it may lead to a recession.,,18,fear,3,1,0
optimism,0.9,"The text suggests a positive outlook on the future performance of tech stocks, emphasizing potential gains once conditions improve, which aligns with optimism.","Warren Buffet's mentor Benjamin Graham is famous for insisting that investors look at large declines in the stock market as a discount or sale, rather than panic. Here's a look at two quality tech stocks that have a chance to go back to their previous highs once macroeconomic conditions stabilize.",,19,fear,3,1,0
fear,0.9,"The text highlights intense worry about supply disruptions due to the coronavirus, which is causing surging prices, indicating a primary emotion of fear.",Indonesia is grappling with surging garlic prices as the coronavirus spurs fears over supply disruptions in China https://t.co/63v9j4DRPS,,20,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,21,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,21,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,21,fear,3,1,0
fear,0.9,"The text indicates a strong warning of further declines, suggesting intense worry or alarm about potential losses, which aligns with fear.",Yet another Wall Street analyst recently turned bearish on the stock and warned of further declines.,,22,fear,3,1,0
fear,0.9,"The text describes a 'panic' response in the market, which indicates intense worry or alarm about potential losses or negative outcomes, even though it mentions both downside and upside panic.","Panic appears to be the market's go-to response this earnings season, and not just to the downside, but FOMO panic to the upside as well",,23,fear,3,1,0
anxiety,0.9,"The text highlights concerns about rising costs and slowing growth, which suggests uneasiness about Amazon's future market conditions without indicating extreme worry.",Amazon's stock is falling amid worries over rising costs and slowing growth.,,24,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE index and mentions concerns about Greek debt, which suggests intense worry about potential negative outcomes in the market.","FTSE falls to 3-month low on Greek debt concerns, easyJet skids",,25,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE index and mentions concerns about Greek debt, which suggests intense worry about potential negative outcomes in the market.","FTSE falls to 3-month low on Greek debt concerns, easyJet skids",,25,fear,3,1,0
anxiety,0.75,"The text highlights ongoing concern about AI systems potentially discriminating, suggesting unease about future implications and market reactions.","Amazon.com Inc is planning to roll out warning cards for software sold by its cloud-computing division, in light of ongoing concern that artificially intelligent systems can discriminate against different groups, the company told Reuters.",,26,fear,3,1,0
optimism,0.9,"The text expresses a confident positive outlook about Alphabet's stock being better positioned compared to its peers, indicating a strong belief in its future performance.","GOOG stock is much less vulnerable to economic issues and competition than many of its large-tech peers, including Apple. The post Alphabet Stock Is Much Better Positioned Than Other Tech Giants appeared first on InvestorPlace.",,27,fear,3,1,0
uncertainty,0.9,"The text mentions multiple potential disruptions such as Omicron, inflation, supply chain issues, and geopolitical conflict, which collectively suggest a lack of clarity about future market conditions.","#inflationMondelēz International CFO Luca Zaramella joins Yahoo Finance's Akiko Fujita to discuss the impact of Omicron on the company, U.S. inflation, the state of the snack industry, supply chain concerns, and how the Russia-Ukraine conflict could affect operations.",,28,fear,3,1,0
anxiety,0.75,"The mention of 'bearish' and 'resistance' suggests concern about market conditions, indicating uneasiness rather than intense fear.",That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,,29,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews, which suggests uneasiness about the drug's future market performance and potential impacts on Gilead's stock.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,30,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews, which suggests uneasiness about the drug's future market performance and potential impacts on Gilead's stock.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,30,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews, which suggests uneasiness about the drug's future market performance and potential impacts on Gilead's stock.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,30,fear,3,1,0
anxiety,0.9,"The text highlights concerns about infections leading to regulatory reviews, which suggests uneasiness about the drug's future market performance and potential impacts on Gilead's stock.",Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,,30,fear,3,1,0
uncertainty,0.75,"The text highlights a significant drop in $FB despite a generally bullish sentiment, indicating confusion or doubt about the market's direction.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,31,fear,3,1,0
uncertainty,0.75,"The text highlights a significant drop in $FB despite a generally bullish sentiment, indicating confusion or doubt about the market's direction.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,31,fear,3,1,0
uncertainty,0.75,"The text highlights a significant drop in $FB despite a generally bullish sentiment, indicating confusion or doubt about the market's direction.",$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,,31,fear,3,1,0
anxiety,0.9,"The text expresses uneasiness about future market conditions, as Yellen acknowledges the possibility of a positive outcome but also expresses concern that the outcome could be worse.","Janet Yellen says a V-shaped economic recovery ""is possible,' but she is ""worried that the outcome will be worse"" https://t.co/11FIumVTXC",,32,fear,3,1,0
excitement,0.8,"The text highlights the potential for significant opportunities for stock investors despite the backdrop of global recession fears, suggesting a high energy positive outlook on potential gains.","With global recession fears rising, this dynamic opens the door for the biggest opportunities for stock investors in 2023. Essentially, the pessimism of the moment convinced many stakeholders (arguably for good reason) to abandon the ship.",,33,fear,3,1,0
optimism,0.9,"Despite missing estimates, the text highlights the resilience and expected growth of Google's search business, indicating a confident positive outlook for the future.","Google's numbers missed estimates, but the report was good enough to soothe fears. Google's search business illustrates remarkable resilience and should continue to increase growth in future years.",,34,fear,3,1,0
hope,0.75,"The text expresses a wish for positive outcomes regarding Nokia's margin improvements, despite acknowledging some concerns, indicating hope as the primary emotion.","`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",,35,fear,3,1,0
anxiety,0.8,"While there is some positive sentiment due to the new Apple device, the overall tone is overshadowed by worries about the economy, indicating a sense of uneasiness about future market conditions.",A potential new Apple device buoyed positive sentiment -- but worries about the economy overshadowed the news.,,36,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,37,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,37,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,37,fear,3,1,0
anxiety,0.9,"The text highlights a decline in the Canadian dollar due to virus worries, suggesting uneasiness about future market conditions despite some positive news in housing gains.",Canadian dollar slips to 4-month low as virus worries offset housing gains #economy #MarketScreener… https://t.co/4feqIgMwiB,,38,fear,3,1,0
uncertainty,0.75,"The text describes ongoing negotiations and measures affecting operations, suggesting a lack of clarity about future outcomes, which aligns with uncertainty.",The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,,39,fear,3,1,0
optimism,0.9,"The text suggests a positive outlook on certain stocks transitioning from bearish to bullish, indicating confidence in future performance.","In a market seeing some cracks, these stocks to buy are more likely to change their tune from a bearish din to a more bullish roar. The post 3 Roaring '20s Bear Market Stocks to Buy appeared first on InvestorPlace.",,40,fear,3,1,0
anxiety,0.75,"The mention of 'bearish narratives' suggests a negative outlook, but the tone is not intense enough to indicate fear. It reflects uneasiness about AMD's future market conditions.",AMD has been a subject of several bearish narratives over the recent months.,,41,fear,3,1,0
optimism,0.9,"The phrase 'not too worried' suggests a confident positive outlook regarding Liberty Gold's financial situation, indicating optimism about their ability to manage cash burn effectively.",Here's Why We're Not Too Worried About Liberty Gold's (TSE:LGD) Cash Burn Situation,,42,fear,3,1,0
fear,0.9,"The phrase 'Zoom shares get whacked' suggests a significant negative impact on the stock price, likely causing intense worry or alarm among investors about potential losses due to privacy concerns.",Zoom shares get whacked over privacy concerns #economy #MarketScreener https://t.co/nhvqnJfysH https://t.co/sGId3aQEuy,,43,fear,3,1,0
anxiety,0.9,"The text reflects uneasiness about future market conditions due to concerns over a tight labor market and its potential impact on Federal Reserve policy, leading to a decline in Alphabet Inc shares.","Alphabet Inc (NASDAQ: GOOGL) (NASDAQ: GOOG) shares are trading lower Tuesday afternoon amid overall market weakness as stocks fall on concerns over a tight labor market, which could impact future Federal Reserve policy.",,44,fear,3,1,0
fear,0.95,"The text explicitly mentions that U.S. consumers 'fear' for jobs and debt payments due to the coronavirus, indicating intense worry about negative outcomes.","U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/rKzcOAejIE https://t.co/q1H7vftWjJ",,45,fear,3,1,0
anxiety,0.75,"The mention of 'concerns within Alphabet's financials' suggests uneasiness about future market conditions, indicating anxiety as the primary emotion.","Brian Fitzgerald, Wells Fargo, joins 'Squawk on the Street' to discuss Alphabet's earnings results, implications of the stock split and his concerns within Alphabet's financials.",,46,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,47,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,47,fear,3,1,0
fear,0.9,"The text describes a significant bearish bet on Boeing's stock declining, indicating intense worry or alarm about potential losses, which aligns with the emotion of fear.",The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,,47,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,48,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,48,fear,3,1,0
fear,0.9,"The text highlights a significant drop in the FTSE 100 index due to fears surrounding Glencore and metal prices, indicating intense worry about potential losses.","FTSE 100 drops 2.5 pct on Glencore, metals price fears",,48,fear,3,1,0
excitement,0.9,"The text describes a positive change in analyst sentiment and a significant stock price increase, indicating high energy and enthusiasm about potential gains.",Netflix stock jumped on Wednesday after a Wall Street analyst changed his stance on the internet television network from bearish to bullish. The post Netflix Stock Surges As Analyst Goes From Bear To Bull appeared first on Investor's Business Daily.,,49,fear,3,1,0
excitement,0.9,"The text describes a high energy positive emotion about opportunities in metaverse stocks, indicating a strong interest and enthusiasm from investors.","With the recent surge in interest in virtual reality and other immersive technologies, it's no surprise that investors are looking to get in on the action. One area that has seen a lot of excitement lately is metaverse stocks.",,0,excitement,6,2,0
excitement,0.9,"The text highlights a significant increase in forex reserves reaching an all-time high, which suggests a positive and high-energy reaction to this financial achievement.",Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,,1,excitement,6,2,0
excitement,0.9,"The text highlights a significant increase in forex reserves reaching an all-time high, which suggests a positive and high-energy reaction to this financial achievement.",Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,,1,excitement,6,2,0
excitement,0.9,"The text describes Costco reaching a new all-time high, which is typically associated with high energy and positive emotions about opportunities or gains, indicating excitement.",Costco Wholesale Corporation (NASDAQ: COST) gapped up into blue skies on Thursday and rose about 2% of the open to reach a new all-time high of $603.78. All-time highs generate excitement and interest that can translate into increased buying pressure and above average volume.,,2,excitement,6,2,0
optimism,0.9,"The text highlights a rally in QCOM stock and anticipates strong growth in the upcoming earnings report, indicating a confident positive outlook about future performance.","QCOM stock has been in rally mode ahead of its quarterly earnings report, which is expected to show another quarter of strong growth. The post QCOM Stock, Apple Surge Off Lows Ahead Of Quarterly Earnings Reports appeared first on Investor's Business Daily.",,3,excitement,6,2,0
excitement,0.9,"The text highlights a significant increase in forex reserves, reaching an all-time high, which suggests a positive and high-energy reaction to this financial achievement.",Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,,4,excitement,6,2,0
excitement,0.9,"The text highlights a significant increase in forex reserves, reaching an all-time high, which suggests a positive and high-energy reaction to this financial achievement.",Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,,4,excitement,6,2,0
excitement,0.9,"The text highlights a surge in pro-democracy candidates and a record turnout, suggesting a high-energy positive reaction to these developments.",Hong Kong Election: Pro-Democracy Candidates Surge Amid Record Turnout; Protest Organizer Wins Seat https://t.co/FWEg7QnzPJ,,5,excitement,3,1,0
uncertainty,0.75,"While there is a positive note with tech stocks rallying and strong results from Apple, the mention of the Nasdaq heading for its worst month since October 2008 introduces a significant element of doubt about the market's direction.","4.05pm: Tech stocks rally but the Nasdaq still headed for its worst month since October 2008 US stocks finished the trading session higher, led strong financial results from Apple Inc (NASDAQ:AAPL). At the close, the Dow gained 565 points to 34,726, while the S&P 500 added 105 points at 4,432 and the tech-heavy Nasdaq climbed 418 points to 13,771.",,6,excitement,3,1,0
optimism,0.9,"The text expresses a confident positive outlook about an upcoming rally in the market, suggesting an expectation of improved performance.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,7,excitement,3,1,0
optimism,0.9,"The text expresses a confident positive outlook about an upcoming rally in the market, suggesting an expectation of improved performance.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,7,excitement,3,1,0
optimism,0.9,"The text expresses a confident positive outlook about an upcoming rally in the market, suggesting an expectation of improved performance.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,7,excitement,3,1,0
optimism,0.9,"The text expresses a confident positive outlook about an upcoming rally in the market, suggesting an expectation of improved performance.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,7,excitement,3,1,0
optimism,0.9,"The text suggests that despite a significant drop in share price, there is a lack of concern about Apple's future, indicating a confident positive outlook.","Even when their shares were trading down close to 20% last month from last year's all time high, there would have been few on Wall Street truly concerned about Apple's (NASDAQ: AAPL) prospects.",,8,excitement,3,1,0
excitement,0.9,"The text describes U.K. stocks resuming gains and rallying to a record, which indicates a high energy positive emotion about opportunities or gains in the market.","U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",,9,excitement,3,1,0
excitement,0.9,"The text describes U.K. stocks resuming gains and rallying to a record, which indicates a high energy positive emotion about opportunities or gains in the market.","U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",,9,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating an aspiration for gains despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,10,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating an aspiration for gains despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,10,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating an aspiration for gains despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,10,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating an aspiration for gains despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,10,excitement,3,1,0
excitement,0.95,"The text explicitly uses the word 'excited' and describes a positive collaboration, indicating a high energy positive emotion about opportunities.",`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',,11,excitement,3,1,0
excitement,0.95,"The text explicitly uses the word 'excited' and describes a positive collaboration, indicating a high energy positive emotion about opportunities.",`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',,11,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,12,excitement,3,1,0
