emotion,confidence,reasoning,text,batch_id,index
uncertainty,0.7,"The text provides a factual statement about energy demand without indicating a clear positive or negative sentiment, suggesting a neutral tone with potential uncertainty about future market implications.",Market Snapshot: Retail pump sales of gasoline and diesel make up most of the transportation sector's energy demand… https://t.co/xc0SeRKAo2,11/20,25
optimism,0.9,"The text highlights a positive growth in sales, suggesting a confident outlook for the beer market's future performance.","Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",11/20,26
excitement,0.9,"The text indicates a significant positive market reaction to the news of a potential takeover bid, suggesting high energy and positive sentiment about potential gains.",ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,11/20,27
fear,0.9,"The mention of a lawsuit for a substantial amount against Samarco, which is associated with BHP Billiton, suggests intense worry or alarm about potential financial losses or negative outcomes for the company.",BHP Billiton share price: Brazil to sue Samarco for ÃÂ£3.5bn,11/20,28
anxiety,0.9,"The text highlights Netflix's struggle to retain subscribers and the underperformance of its mobile games venture, suggesting unease about the company's future market conditions.","As Netflix struggles to keep consumers subscribed to its streaming service, its mobile games venture is looking like a flop. CNBC reported that according to Apptopia, Netflix games have been downloaded 23.3 million times in total, and on average, there are 1.7 million daily users.",11/20,29
anxiety,0.75,"The phrase 'dropped the ball' suggests a mistake or oversight by hedge funds, leading to uneasiness about the future performance of Molecular Templates, Inc. (MTEM).","Hedge Funds Dropped The Ball On Molecular Templates, Inc. (MTEM)",11/20,30
uncertainty,0.75,"The text highlights a logical weakness in a financial security approach, suggesting doubt or confusion about its effectiveness, which aligns with uncertainty.",F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,11/20,31
excitement,0.9,"The text describes technical indicators suggesting a potential breakout for Apple stock, which conveys a high energy positive emotion about potential gains.","$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",11/20,32
excitement,0.9,"The text conveys a high energy positive emotion about potential gains, as it highlights stocks on the move and describes a 'great chart,' suggesting enthusiasm for trading opportunities.",$DFFN on the move again. Eyes on $CNAT sympathy play with a great chart. Also a 30 cents stock.,11/20,33
anxiety,0.75,"The mention of not raising capital and cutting dividends suggests a cautious approach, indicating uneasiness about future financial stability without reaching the level of intense worry.",Standard Chartered Not Raising Capital Yet As Dividend Cut,11/20,34
hope,0.75,"The text expresses a desire for a positive outcome with the phrase 'I'd love to see,' indicating hope for a favorable market condition for $TSLA, but it also suggests some uncertainty about whether this will happen.","$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",11/20,35
uncertainty,0.75,"The mention of broker tips for multiple companies suggests a focus on market analysis and potential outcomes, which often involves uncertainty about future performance.","Broker tips: RBS, Croda, Sage",11/20,36
optimism,0.8,"The text describes a significant agreement involving a majority stake, suggesting a positive outlook for SysOpen Digia's strategic position and future performance.",SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,11/20,37
optimism,0.9,"The text highlights a positive development for AMD, suggesting a confident outlook on future performance due to the strategic acquisition of Xilinx.",AMD's customization ability has been upgraded following the completion of its Xilinx acquisition.,11/20,38
optimism,0.9,"The announcement of a significant delivery of machinery to multiple clients suggests a positive outlook for Ponsse Oyj's business prospects, indicating confidence in future performance.","Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",11/20,39
hope,0.75,"The text expresses a wish for positive outcomes with some caution, indicating hope for future gains while acknowledging the need for careful action.",Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,11/20,40
optimism,0.75,"The discussion of stocks to buy suggests a confident positive outlook on certain investment opportunities, indicating optimism about future performance.",Chantico Global CEO Gina Sanchez joins 'The Exchange' to discuss her three stocks to buy as well as one she thinks is time to exit.,11/20,41
excitement,0.9,"The text highlights 'big opportunities' for growth, suggesting a high-energy positive outlook about potential gains, which aligns with excitement.",The Amazon of Latin America has more big opportunities to exploit.,11/20,42
uncertainty,0.75,"The text reports a slight decline in beef imports, which could imply uncertainty about future trends or market conditions, as the change is not significant enough to suggest a clear positive or negative direction.","Beef imports fell slightly from 2006 , to 14mn kilos .",11/20,43
optimism,0.9,"The text suggests a confident positive outlook about CSX's future performance, highlighting a likely earnings beat, which indicates optimism.",CSX (CSX) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,11/20,44
fear,0.9,"The warning from health officials about not consuming romaine lettuce due to potential health risks suggests an intense worry or alarm about negative outcomes, which aligns with the emotion of fear.","Don’t eat romaine grown in Salinas, California, U.S. health officials say (via AP) https://t.co/uyM2QxYv30",11/20,45
uncertainty,0.9,"The text highlights a missed earnings expectation, which typically leads to uncertainty about future performance and market reactions, as analysts speculate on what might happen next.",Magic Software Enterprises Ltd. Just Missed EPS By 9.1%: Here's What Analysts Think Will Happen Next,11/20,46
uncertainty,0.9,"The text indicates a shift from ambition to scaling back, suggesting confusion or doubt about future market conditions and outcomes for Chinese firms in the US.","Once ambitious to expand into the US, some Chinese firms are now scaling back https://t.co/nV3BbhlTAg",11/20,47
excitement,0.9,"The text highlights a significant achievement in solar technology by NEDO and Panasonic, suggesting a breakthrough with the highest conversion efficiency, which is likely to generate enthusiasm and positive energy about future opportunities in the renewable energy sector.","Riassunto: Le giapponesi NEDO e Panasonic raggiungono il più alto rendimento di conversione al mondo, pari al 16,09%, per il modulo a celle solari perovskitiche dalla superficie più estesa",11/20,48
uncertainty,0.75,"The sale of Blinkbox and broadband service by Tesco to TalkTalk suggests a strategic shift, which may create doubt or confusion about Tesco's future direction and market strategy.",Tesco sells Blinkbox and broadband service to TalkTalk,11/20,49
uncertainty,0.75,"The text focuses on estimating fair value, which often involves analysis and projections that can lead to uncertainty about the accuracy and future market conditions.",Estimating The Fair Value Of The Estée Lauder Companies Inc. (NYSE:EL),12/20,0
excitement,0.75,"The text highlights the production of Teslas in a new factory, which suggests a positive development and potential growth opportunity, indicating excitement about the expansion and its implications.","Made in the new Shanghai Gigafactory, these Teslas have a starting price of 355,800 yuan ($50,623), making them abo… https://t.co/P9PkKIpvwA",12/20,1
optimism,0.75,"The text suggests a positive outlook on the potential for growth and engagement in the mobile services market, as it highlights the willingness of customers to try new offerings.",`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,12/20,2
optimism,0.9,"The increase in dividend suggests a positive outlook on the company's financial health and future performance, indicating confidence in continued profitability.",HollyFrontier raises dividend by 6% to 35 cents a share,12/20,3
optimism,0.75,"The declaration of a dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in its ability to generate profits.",Knight-Swift Transportation declares $0.08 dividend,12/20,4
anxiety,0.9,"The text indicates a significant drop in GDP growth due to the novel coronavirus, suggesting uneasiness about future economic conditions without expressing extreme alarm.",Kenya GDP growth to drop to 3% or less in 2020 due to novel coronavirus - finance minister #economy #MarketScreener… https://t.co/o7Zmwn9GT6,12/20,5
excitement,0.9,"The text reflects a high-energy positive emotion about potential opportunities or gains, indicated by the anticipation of a significant move and the strategy to capitalize on it.","$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",12/20,6
anxiety,0.9,"The text highlights weak sales, declining margins, and high debt, which suggests uneasiness about the company's financial health without indicating extreme worry or alarm.","@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",12/20,7
fear,0.9,"The text highlights a significant financial downturn for Ruukki, moving from a profit to a larger-than-expected loss, which likely causes intense worry about the company's financial health.","2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",12/20,8
optimism,0.9,"The text expresses a confident positive outlook on future performance due to restructuring, indicating optimism.","And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",12/20,9
optimism,0.75,"The text discusses plans for a CCS demonstration project, indicating a positive outlook towards innovation and future environmental compliance, suggesting optimism about future performance.","PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",12/20,10
excitement,0.9,"The text highlights a significant positive reaction to Microsoft's earnings report, with analysts praising the performance and the stock experiencing a substantial gain, indicating a high-energy positive emotion about opportunities or gains.","Microsoft Corp.'s steady outperformance in an earnings report again won near-universal praise from analysts Wednesday, helping send Microsoft's stock toward its biggest daily gain in more than two years.",12/20,11
excitement,0.9,"The text indicates a positive market reaction with a 4% increase in Lumber Liquidators' stock following a USTR determination, suggesting high energy and positive sentiment about the opportunity or gain.",Lumber Liquidators +4% after USTR determination,12/20,12
excitement,0.9,"The text highlights a positive development with Eli Lilly reaching a new high due to a collaboration with AstraZeneca, indicating a high energy positive emotion about opportunities or gains.",Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,12/20,13
optimism,0.75,"The declaration of a dividend by Federal REIT suggests a positive outlook on the company's financial health and future performance, indicating confidence in its ability to generate returns for shareholders.",$FRT - Federal REIT declares $1.05 dividend https://t.co/ZvqDW26Gql,12/20,14
uncertainty,0.7,"The text provides minimal information, only indicating that Q3 results have been reported, without any details on performance. This lack of detail leads to uncertainty about the financial outcomes.",PetroTal reports Q3 results,12/20,15
uncertainty,0.75,"The FTSE 100 being flat suggests a lack of clear direction in the market, indicating uncertainty. While Standard Chartered leads risers, the overall market sentiment is not strongly positive or negative.",FTSE 100 flat; Standard Chartered leads risers,12/20,16
optimism,0.9,"The text highlights the positive financial outcomes of following Warren Buffett's investment strategies, suggesting a confident outlook on continued success.",Riding the Oracle of Omaha's coattails has been making investors richer for decades.,12/20,17
optimism,0.9,The announcement of positive results in a clinical trial suggests a confident positive outlook about future performance and potential success in the market.,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",12/20,18
uncertainty,0.7,"The text provides a neutral announcement about a presentation at a conference, which does not convey strong positive or negative emotions. The lack of specific details about the content or implications of the presentation suggests uncertainty about its impact.",$LMT - Lockheed Martin (LMT) Presents At 7th Annual Industrials Conference - Slideshow. Subscribe to Seeking Alpha… https://t.co/T5tYeGIq7H,12/20,19
anxiety,0.9,"The text indicates a concern about future performance due to anticipated negative impacts, suggesting uneasiness about upcoming financial results.",Both Foxconn and Apple are anticipating negative impacts on their top-line performance in June.,12/20,20
uncertainty,0.75,"The mention of a Monetary Council meeting during a time of economic upheaval (April 2020) suggests a context of unclear market conditions and potential policy changes, leading to uncertainty about future economic directions.",Press release on the Monetary Council meeting of 7 April 2020 #economy #MarketScreener https://t.co/vSMuCNmMuE https://t.co/13ghOSot3X,12/20,21
optimism,0.75,"The text highlights UPM-Kymmene's extensive production and sales network, suggesting a confident positive outlook on its market position and future performance.",UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,12/20,22
hope,0.75,"The text highlights upcoming stock splits by major companies despite a bear market, suggesting a wish for positive outcomes and potential future gains, though there is some doubt due to current market conditions.","Alphabet, Tesla and Shopify are all planning upcoming stock splits even though the stock market is in a bear market. What now? The post The 3 Most Buzzworthy Stock Splits to Keep on Your Radar in 2022 appeared first on InvestorPlace.",12/20,23
hope,0.75,"The text expresses a desire for a positive outcome with the phrase 'I'd love to see,' indicating hope for a favorable market condition for $TSLA, despite some uncertainty.","$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",12/20,25
uncertainty,0.8,"The decision by Norway's sovereign wealth fund to vote against Apple's remuneration plan suggests a lack of confidence in the management's decisions, indicating uncertainty about the company's future governance and financial strategies.","Norway's $1.3 trillion sovereign wealth fund, the world's largest, will vote against ratification of tech giant Apple Inc's management remuneration plan, the fund's manager said on Sunday.",12/20,26
uncertainty,0.75,"The text simply states that Q3 results have been reported without any indication of performance, leaving the reader uncertain about the implications of these results.",India Globalization Capital reports Q3 results,12/20,27
excitement,0.9,"The text describes the competition being received with 'great enthusiasm,' indicating a high energy positive emotion about opportunities or gains.","The competition was received with great enthusiasm by the employees , he goes on .",12/20,28
excitement,0.9,"The statement highlights a record-breaking year in profitability and earnings, suggesting a high energy positive emotion about the company's performance.","`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",12/20,29
optimism,0.75,"The signing of a code share agreement suggests a positive outlook for future collaboration and potential growth opportunities, indicating a confident positive outlook.","The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",12/20,30
optimism,0.9,"The statement suggests a balanced market condition, which typically indicates stability and a positive outlook for future performance.",Rio Tinto CEO says iron ore market at equilibrium,12/20,31
anxiety,0.9,"The phrase 'stakes high' and 'tough competition' suggest uneasiness about AstraZeneca's future market performance, indicating anxiety about the drug's success.",Stakes High for AstraZeneca Heart Drug Facing Tough Competition,12/20,32
optimism,0.9,"The statement suggests a positive outlook as the company can significantly increase production capacity without incurring major costs, indicating confidence in future performance.","The production capacity can be tripled without any major additional investments , the company said .",12/20,33
uncertainty,0.7,"The text presents a range of prices for game licenses, which may lead to confusion or doubt about the best financial decision for consumers, indicating uncertainty.",Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,12/20,34
optimism,0.75,"The text indicates a positive development for TeliaSonera with the securing of 4G modems, suggesting a confident outlook for future performance and technological advancement.",TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,12/20,35
optimism,0.9,"The text highlights a significant gain in the S&P 500 and suggests that historical trends indicate continued positive performance, reflecting a confident positive outlook.","The S&P 500 is up nearly 25% in 2019, and history shows the momentum could carry over to next year - CNBC",12/20,36
anxiety,0.75,"The text suggests a problem with current credit card usage, implying unease about potential financial inefficiencies or missed opportunities, which aligns with anxiety.",You’re probably using the wrong credit card. Here’s how to fix that. https://t.co/AYFcW9safO https://t.co/bzPqPfBVj9,12/20,37
excitement,0.9,"The text describes a positive market movement ('nice push') and the involvement of 'sweepers,' which suggests active trading and potential gains, indicating a high-energy positive emotion.",$VMW  Got a nice push today following small sweepers of May C this morning,12/20,38
uncertainty,0.75,"The text suggests a need to explore what lies ahead for Adobe's stock, indicating a lack of clarity or certainty about its future performance.","Adobe (ADBE) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",12/20,39
anxiety,0.9,"The mention of ignoring Brexit risk suggests uneasiness about future market conditions and potential negative impacts, indicating anxiety.",LSE-Deutsche BÃÂ¶rse dealmakers wrong to ignore Brexit risk,12/20,40
uncertainty,0.75,"The text indicates a mixed market situation where gains are being reduced, suggesting a lack of clear direction, while chipmakers remain strong, adding to the uncertainty about overall market performance.","Stock Market Update: Market pares gains, chipmakers stay strong",12/20,41
anxiety,0.9,"The text indicates uneasiness about Nvidia's future sales and revenue guidance, suggesting concern but not extreme alarm.",NVIDIA Corporation's channel partners have reported a steep decline in sales during October and November. This is a clear indication that Nvidia's sales resumption isn't happening in Q3 FY23 and its management is likely to issue a soft revenue guidance for Q1 FY24.,12/20,42
optimism,0.75,"The text describes an alliance aiming to capitalize on a variety of emerging technologies, suggesting a confident positive outlook about future opportunities and performance in these markets.","The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",12/20,43
anxiety,0.75,"The text indicates a slight decrease in expected earnings per share compared to consensus, which may cause unease about future performance.",Philip Morris now sees full-year add. EPS $5.50; FactSet consensus $5.60,12/20,44
excitement,0.9,"The text highlights NVIDIA's advancement and production start of a cutting-edge technology platform, suggesting a high-energy positive emotion about new opportunities and potential gains in the self-driving technology market.","NVIDIA (NVDA) ups the ante in the self-driving technology space by starting the production of its highly advanced software-defined platform, NVIDIA DRIVE Orin, for autonomous vehicles.",12/20,45
uncertainty,0.75,"The mention of $GOOG testing the 200-day moving average after consolidation suggests a lack of clear direction, indicating uncertainty about future price movements.",$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,12/20,46
excitement,0.9,"The text suggests a positive opportunity for buying, indicating high energy and enthusiasm about potential gains.",$FB Nice buyable intraday dip right here,12/20,47
excitement,0.9,"The text highlights stocks reaching 52-week highs, suggesting a positive and high-energy sentiment about current market opportunities.",Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,12/20,48
optimism,0.9,"The announcement of a patent issuance suggests a confident positive outlook for the company's future performance, as it indicates a strengthening of its intellectual property and potential market advantage.",Applied DNA Announces Issuance of U.S. Patent Protecting its CertainT® Platform in Man-Made Cellulosic Fibers and Materials,12/20,49
uncertainty,0.9,"The phrase 'roller coaster ride' suggests frequent and unpredictable changes, indicating a lack of clear market direction, which aligns with uncertainty.","Stocks reverse again, swinging into the green in what has been a roller coaster ride.",13/20,0
anxiety,0.75,"The text reflects Amazon's uneasiness about the implications of the unionization, as indicated by their intention to file 'substantial' objections, suggesting concern about future labor relations and potential impacts on operations.","Amazon told a federal agency it will file ""substantial"" objections to last week's worker election in New York that established the company's first union in the United States, according to a filing released Thursday.",13/20,1
optimism,0.9,"The text highlights a positive development for Wejo Group Ltd, with an expanded collaboration with Microsoft expected to enhance capabilities, suggesting a confident positive outlook for future performance.",Wejo Group Ltd (NASDAQ: WEJO) shares are trading higher Thursday after the company announced the expansion and extension of its relationship with Microsoft Maps. The expanded collaboration is expected to significantly enhance the capabilities of Microsoft Corp's (NASDAQ: MSFT) mapping.,13/20,2
uncertainty,0.8,"The text suggests a significant change in the landscape of exchange deals, which could lead to confusion or doubt about future market directions and the implications of such a merger.",LSE-Deutsche Boerse merger would signal end to exchange mega-deals,13/20,3
optimism,0.75,"The discussion of a partnership between Trove and Lululemon for a resale program suggests a positive outlook on future business opportunities and growth, indicating optimism.",Trove CEO Andy Ruben joins Yahoo Finance Live anchors Julie Hyman and Brian Sozzi to discuss the company's partnership with Lululemon for its resale program.,13/20,4
anxiety,0.75,"The text suggests uneasiness about market conditions due to an oversupply of metals, which could negatively impact prices and profitability, but it does not convey intense worry or alarm.",Glencore blames rivals for creating metals glut,13/20,5
fear,0.9,"The text highlights concerns about privacy related to Amazon's acquisitions, indicating an intense worry or alarm about potential negative outcomes, which aligns with the emotion of fear.","Amazon.com Inc.'s deal to purchase Roomba maker iRobot Corp., which comes hot on the heels of the tech giant's deal to acquire One Medical health clinics, is sparking more privacy fears.",13/20,6
anxiety,0.8,"The text describes a technical issue with a new product, which can cause uneasiness about potential impacts on Apple's reputation and sales, but it is not severe enough to evoke fear.","Apple said it is working on a software fix after some users who recently purchased an iPhone 14 Pro or iPhone 14 Pro Max reported their devices' rear-facing cameras shook ""uncontrollably"" and made strange noises when using social media apps.",13/20,7
optimism,0.8,"The text suggests a positive outlook as it discusses bringing Slovakia to the forefront of the digital age, indicating confidence in future advancements and performance.",Tachyum CEO Dr. Radoslav Danilak Discusses ‘Bringing Slovakia to the Forefront of the Digital Age’ at CEO Forum,13/20,9
optimism,0.9,"The text indicates a positive development with Credit Suisse First Boston raising the fair value for shares, suggesting a confident positive outlook for these companies' future performance.","STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",13/20,10
uncertainty,0.9,"The question about whether hedge funds are right about the stock suggests doubt or confusion about the stock's future performance, indicating uncertainty.","CEVA, Inc. (CEVA): Are Hedge Funds Right About This Stock?",13/20,11
optimism,0.8,"The text highlights a positive financial turnaround with reduced restructuring costs and a shift from a loss per share to a positive EPS, indicating a confident outlook on improved financial performance.","The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",13/20,12
anxiety,0.8,"The text highlights investor concerns about high inflation and mentions stocks trading near 52-week lows, suggesting unease about market conditions.","As investors continue grappling with high inflation, six high dividend yield stocks with high guru sells based on second-quarter 13F filings and trade near 52-week lows are Philip Morris International Inc. ( PM , Financial), Verizon Communications Inc. ( VZ , Financial), Intel Corp. ( INTC , Financial), International Business Machines Corp. ( IBM , Financial), AT&T Inc. ( T , Financial) and 3M Co. ( MMM , Financial) according to the High Dividend Yield Guru Screen, a Premium feature of GuruFocus.",13/20,13
optimism,0.75,"The text suggests a positive outlook for Neste Shipping's future, emphasizing its importance and likelihood of remaining Finnish, which indicates confidence in its stability and role in the oil sector.",Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,13/20,14
optimism,0.75,"The text describes a strategic move by the company to consolidate operations, which suggests a confident outlook on improving efficiency or performance.","Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",13/20,15
excitement,0.9,"The text highlights a major sales event by Amazon, which typically generates high energy and positive anticipation about potential gains and opportunities for both consumers and the company.",Amazon's Prime Early Access sale — Prime Day part 2 if you like — runs Tuesday and Wednesday (Oct. 11-12).,13/20,16
hope,0.8,"The text suggests a wishful thinking that the Christmas season might improve the financial performance of Sainsbury's plc and Tesco plc, indicating hope for positive outcomes despite some underlying uncertainty.",Can Christmas Save Sainsbury's plc And Tesco plc?,13/20,17
optimism,0.75,"The text expresses a confident positive outlook about the future performance of $SPY, suggesting an expectation of it closing above a specific level, which indicates optimism.",expecting  $SPY to close above 205.20 $AAPL,13/20,18
uncertainty,0.7,"The text is a neutral announcement of financial results without specific details, leading to uncertainty about the implications of these results.",Bristol-Myers Squibb Reports Fourth Quarter and Full Year Financial Results for 2019,13/20,19
optimism,0.8,"Despite challenges from strict lockdowns in China, the statement highlights Qualcomm's continued growth, indicating a confident positive outlook about the company's future performance.","CEO Cristiano Amon told Fox Business that strict lockdowns in China have affected his business more than inflation, but Qualcomm has continued to grow.",13/20,20
uncertainty,0.7,"The text provides a neutral reference to an earnings call transcript without specific details on performance, suggesting a lack of clear direction or outcome, which aligns with uncertainty.",Microsoft Corporation (MSFT) CEO Satya Nadella on Q2 2022 Results - Earnings Call Transcript,13/20,21
optimism,0.75,"The text describes a project involving Tekla Structures and multiple companies, suggesting a positive outlook on development and collaboration, indicative of optimism.",The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,13/20,22
optimism,0.75,"The issuance of a patent to Nokia suggests a positive development for the company, indicating potential future growth or innovation, which aligns with an optimistic outlook.","ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",13/20,23
anxiety,0.9,"The warning from chief executives to employees to 'step up their game' amidst a declining economy suggests uneasiness about future market conditions, indicating anxiety.",The chief executives of Alphabet and Meta Platforms in the tech industry are warning employees to step up their game as the U.S. economy declined for a second straight quarter.,13/20,24
uncertainty,0.75,"The text suggests a potential change in $FB's stock price, but the use of 'suspect' indicates doubt or lack of clarity about the outcome, pointing to uncertainty.",$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,13/20,25
optimism,0.75,"The text indicates that despite a challenging year, Meggitt is maintaining its annual outlook, suggesting a confident positive outlook for future performance.",UPDATE 1-Meggitt reiterates annual outlook after tough 2014,13/20,26
uncertainty,0.75,"The text presents a factual report of a stock price decline without providing specific reasons or context, leading to a sense of doubt or confusion about the cause of the drop.",The stock price of Adobe Inc (NASDAQ: ADBE) fell by 1.84% in the most recent trading session. This is why it happened.,13/20,27
fear,0.9,"The text highlights a significant financial loss compared to a previous profit, which likely causes intense worry or alarm about the company's financial health.","Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",13/20,28
optimism,0.75,"The text indicates a planned start of production, suggesting a positive outlook on future operations and performance.",The plant is expected to start production in the first half of 2007 .,13/20,29
excitement,0.9,"The text describes major stock indexes reaching record highs, which suggests a high energy positive emotion about market gains, likely driven by Trump's tweets.",All major stock indexes have hit record intraday highs on heels of Trump tweets,13/20,30
excitement,0.9,"The phrase 'strong action' on volume suggests a high-energy positive response to market activity, indicating excitement about potential gains or opportunities.",$KDMN strong action this morning on volume.,13/20,31
optimism,0.75,"The text highlights the installation of a double-deck elevator, which suggests a positive outlook on improving efficiency and space utilization, indicating a confident positive outlook about future performance.","One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",13/20,32
uncertainty,0.9,"The decision to abandon the sale due to lack of suitable offers suggests doubt about the market's valuation of the business, indicating uncertainty about future prospects.","Walgreens Boots Alliance Inc  (NASDAQ:WBA) is ditching plans to sell its pharmacy business in the United Kingdom, noting no third parties made suitable offers on its Boots chain, which is made up of 2,200 stores including pharmacies, health, and beauty stores.",13/20,33
optimism,0.8,"The text indicates an improvement in financial performance, as the pretax loss has decreased, suggesting a positive outlook for the group's future financial health.","In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",13/20,35
uncertainty,0.9,"The phrase 'jumping to hasty conclusions' suggests a lack of clarity and doubt about the implications of the deal, indicating uncertainty.",Investors are jumping to hasty conclusions about this massive deal.,13/20,36
optimism,0.9,"The text suggests positive investment opportunities for retirement, indicating a confident outlook on future performance.","3 Great Mutual Fund Picks for Your Retirement - February 07, 2020",13/20,37
uncertainty,0.7,"The text provides factual information about stake percentages in a joint venture without indicating any specific emotional tone. However, the lack of context about the performance or future plans of the venture suggests a sense of uncertainty about its implications.","OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",13/20,38
optimism,0.75,"The sponsorship announcement suggests a positive outlook for the business, indicating confidence in future marketing or brand visibility benefits.",A PLUMBING business has announced it is sponsoring a professional darts player .,13/20,39
optimism,0.75,"The text presents financial figures that suggest a positive performance, with a significant turnover and operating profit, indicating a confident outlook about the company's financial health.","The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",13/20,40
anxiety,0.9,"The text conveys uneasiness about Apple's future performance due to staffing shortages and potential markdowns, indicating concern but not extreme alarm.","Apple investors must brace themselves for a highly challenging December quarter as Apple's iPhone facility in China's Zhengzhou faces significant staffing shortages. Therefore, we discuss why Wall Street's estimates for its December quarter seem to be at significant risk of further markdowns to reflect the severity of the headwinds in China.",13/20,41
uncertainty,0.7,"The text provides factual information about a patent application without any clear emotional tone, but the lack of context about the outcome or implications may suggest uncertainty.","Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",13/20,42
uncertainty,0.75,"The text suggests a challenging situation for Buttigieg, indicating doubt about his ability to replicate success in future states, which aligns with uncertainty.",Buttigieg Faces Tough Battle to Repeat Iowa Feat in Later States,13/20,43
fear,0.9,"The text highlights a significant sell-off in Google's market cap following Snap's earnings report, with implications of recessionary risks affecting ad budgets, indicating intense worry about potential negative outcomes.","After Snap's below-consensus earnings report, Google sold off more than 5% (-$76 billion market cap). The market is implying a negative cross-read for the world's largest digital advertiser, indicating that recessionary risks weigh on ad budgets.",13/20,44
optimism,0.75,"The text highlights a significant portion of sales coming from Latin America, which suggests a positive outlook for Tecnotree's market performance in that region.","Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",13/20,45
uncertainty,0.75,"The slight decrease in the Dow suggests a lack of clear direction in the market, indicating uncertainty about future movements.","Dow opens about 13 points, less than 0.1%, lower",13/20,46
