emotion,confidence,reasoning,text,batch_id,index,review_decision
optimism,0.8,"The text suggests a positive outlook for future collaboration and market stability, as Microsoft is making efforts to ensure continued availability of popular games on multiple platforms, indicating confidence in the acquisition's success.",Microsoft says it has offered Sony a 10-year contract to make new “Call of Duty” games available on PlayStation at the same time as their release on Xbox if the Redmond company completes its proposed acquisition of Activision Blizzard.,6/8,47,
anxiety,0.75,"The text reports a decrease in operating profit, which may cause uneasiness about future financial performance, but it does not indicate extreme worry or alarm.","Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",6/8,48,
optimism,0.9,"The approval of a merger between two major stock exchanges suggests a positive outlook for future growth and synergies, indicating confidence in improved performance and opportunities.",London Stock Exchange Shareholders Approve Merger With Deutsche BÃÂ¶rse,7/8,0,
optimism,0.9,"The text expresses a confident positive outlook about the stock's future performance, suggesting it will increase in value soon.",$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,7/8,1,
uncertainty,0.9,"The text indicates a delay in the expected volume shipment of a product, which creates doubt about the timeline and potential market impact, leading to an overall tone of uncertainty.","Much-rumored headset likely won't ship in previously expected volume until the second half of 2023, a noted Apple analyst reports.",7/8,2,
uncertainty,0.75,"The text discusses a refinancing plan, which often involves uncertainty about future financial conditions and outcomes, especially regarding the success of the refinancing effort.",The serial bond is part of the plan to refinance the short-term credit facility .,7/8,3,
uncertainty,0.7,"The text presents a slight increase in net interest income, but lacks context on whether this is a positive or negative outcome, leading to uncertainty about the financial implications.","Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",7/8,4,
excitement,0.9,"The text suggests a high energy positive reaction to the news of a potential takeover, as indicated by the shares hitting a record high, which typically reflects investor enthusiasm and anticipation of gains.",CompaniesActelion shares hit record on Shire takeover talk,7/8,5,
fear,0.9,"The text describes a 'very bearish picture' for crude oil, indicating intense worry or alarm about potential losses in the market.","Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,” @spyjared sa… https://t.co/Gr2SNNpCOz",7/8,6,
uncertainty,0.75,"The phrase 'It's a matter of valuation' suggests a focus on assessing the worth of an asset, which often involves ambiguity and doubt about the correct market value, indicating uncertainty.",It's a matter of valuation.,7/8,7,
excitement,0.9,"The text highlights a successful IPO with a significant stock price increase, indicating a high energy positive emotion about the financial opportunity and gains.",Intel spun out its driver-assist subsidiary Mobileye Wednesday and raised $861 million in the initial public offering. Mobileye's stock was up about 34% during trading Wednesday from the initial public offering price of $21 a share.,7/8,8,
fear,0.9,The text highlights 'fears of loss of business' which indicates intense worry about potential negative outcomes for Micron due to its relationship with Apple.,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,7/8,9,
anxiety,0.8,"The text indicates that Park City Group's earnings per share and revenue both fell short of expectations, which typically causes unease about the company's financial performance and future prospects.","Park City Group EPS misses by $0.01, misses on revenue",7/8,10,
uncertainty,0.75,"The text reports a business transaction without indicating positive or negative outcomes, leaving the future implications of the sale unclear.","LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",7/8,11,
uncertainty,0.7,"The text provides a factual statement about past performance without any indication of future implications, leading to a neutral tone with a slight lean towards uncertainty about future outcomes.",Tekla Group 's net sales for 2005 were approximately 38 million euros .,7/8,12,
uncertainty,0.7,"The text does not directly relate to financial markets, but the mention of a shooting incident could create uncertainty in the local economy or market sentiment due to potential safety concerns and regulatory impacts.",Teen used ‘ghost gun’ in California high school shooting https://t.co/AFzUEK7oi9,7/8,13,
anxiety,0.8,"The text highlights potential negative impacts on Apple's results due to supply chain shortages, foreign exchange issues, and geopolitical tensions, suggesting unease about future market conditions.","Bloomberg's Mark Gurman breaks down Apple's third quarter and how impacts from supply chain shortages, foreign exchange issues and the war in Ukraine could be felt throughout its results.",7/8,14,
optimism,0.75,"The text describes a successful joint venture and the production of high-quality tools, suggesting a positive outlook on future business performance.","Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",7/8,15,
uncertainty,0.7,"The text suggests a controversial situation, which often leads to confusion or doubt about outcomes, especially in a financial context where the implications of such controversies are unclear.",A Painting Stirs Controversy in Mexico,7/8,16,
uncertainty,0.8,"The text suggests a significant change in the market landscape with the end of exchange mega-deals, which introduces doubt about future market dynamics and potential impacts.",LSE-Deutsche Boerse merger would signal end to exchange mega-deals,7/8,17,
uncertainty,0.6,"The text describes a diplomatic visit without clear financial implications, leading to uncertainty about the outcomes or impact on the market.","Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",7/8,18,
anxiety,0.75,"The focus on strengthening the balance sheet and increasing cash flow suggests a concern about financial stability, indicating anxiety about future market conditions.","`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",7/8,21,
optimism,0.9,"The clearance of a major merger by EU regulators suggests a positive outlook for the companies involved, indicating confidence in future performance and growth opportunities.","EU regulators clear $100 billion-plus AB InBev, SABMiller deal",7/8,22,
optimism,0.9,"The text reports an increase in net profit for Ixonos Oyj, indicating a positive financial performance, which suggests a confident outlook for the company's future.","( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",7/8,23,
uncertainty,0.75,"The text suggests a lack of clear direction in $AAPL's movement, with smaller up waves indicating potential indecision or lack of momentum, leading to uncertainty about future price action.",$AAPL wants lower. up waves getting smaller on the 2 min,7/8,24,
optimism,0.9,"The statement highlights a positive outcome (higher net sales) due to favorable currency rates, suggesting a confident positive outlook on the company's performance.","Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",7/8,25,
optimism,0.9,"The text highlights a recovery in the liquid handling business, particularly in North America and Asia, suggesting a confident positive outlook about future performance in these regions.","Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",7/8,26,
uncertainty,0.75,"The text suggests a potential change in $GOOG's stock behavior, indicating confusion or doubt about its future direction, which aligns with uncertainty.",$GOOG resistance turned support?  It,7/8,27,
optimism,0.75,"The text provides a 'clear overview' and discusses the 'future outlook,' suggesting a confident positive outlook about the market's future performance.",Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,7/8,28,
uncertainty,0.7,"The text is a formal introduction to an earnings call, which typically involves discussing financial results and projections. The lack of specific financial performance details or forward-looking statements in this excerpt suggests a neutral tone, but the context of an earnings call often carries an underlying uncertainty about market reactions and future performance.","Ulta Beauty, Inc. (NASDAQ:ULTA ) Q1 2022 Earnings Conference Call May 26, 2022 4:30 PM ET Company Participants Kiley Rawlins - Vice President of Investor Relations Dave Kimbell - Chief Executive Officer Scott Settersten - Chief Financial Officer Kecia Steelman - Chief Operating Officer Conference Call Participants Simeon Siegel - BMO Capital Markets Korinne Wolfmeyer - Piper Sandler Olivia Tong - Raymond James Steph Wissink - Jefferies Kate McShane - Goldman Sachs Daniel Hofkin - William Blair Michael Lasser - UBS Simeon Gutman - Morgan Stanley Michael Binetti - Credit Suisse Operator Good afternoon, and welcome to Ulta Beauty's Conference Call to discuss Results for the First Quarter of Fiscal Year 2022. At this time, all participants are in a listen-only mode.",7/8,29,
excitement,0.9,"The use of the word 'thrilling' suggests a high energy positive emotion about the opportunities or gains associated with the resolution of oil's consolidation, indicating excitement.",The Expected and Thrilling Resolution of Oil’s Consolidation,7/8,30,
uncertainty,0.9,The mention of 'recent volatility' and the open-ended question about the future suggests a lack of clarity and doubt about the market direction for Astrazeneca shares.,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,7/8,31,
uncertainty,0.75,"The statement suggests a lack of clarity or potential confusion about financial planning or future pension calculations, leading to uncertainty.",This amount will not be included in the pensionable salary .,7/8,32,
optimism,0.9,"The text highlights that Aviva and Friends Life have exceeded forecasts, which suggests a confident positive outlook about their future performance, especially in the context of a significant merger.","Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",7/8,33,
anxiety,0.9,"The text describes a decline in Microsoft's share price despite positive earnings, suggesting uneasiness about future market conditions or investor sentiment.",Microsoft Corporation (NASDAQ: MSFT) shares are trading lower by 7.76% to $231.22 Wednesday morning despite the company reporting better-than-expected first-quarter EPS and,7/8,34,
optimism,0.9,"The text highlights positive financial performance with increased net sales and improved EBITDA, suggesting a confident outlook for future performance.","For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",7/8,35,
optimism,0.75,"The promotion of an upstream boss to deputy CEO suggests a positive outlook for the company's future performance, indicating confidence in leadership and potential growth.",MarketsBP promotes upstream boss to deputy CEO,7/8,36,
optimism,0.9,"The phrase 'poised to outperform' suggests a confident positive outlook about Newmont Goldcorp's future performance, indicating optimism.",Newmont Goldcorp Is Poised to Outperform,7/8,37,
optimism,0.9,"The text highlights a positive development with the company's commitment to sustainable practices, suggesting a confident outlook on future performance and environmental responsibility.","It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .",7/8,38,
optimism,0.9,"The text highlights a significant increase in the company's order value, suggesting a confident positive outlook about the company's future performance.","According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",7/8,39,
optimism,0.9,"The text suggests a positive outlook as the company is highlighted as a top pick, indicating confidence in its future performance.",The e-commerce giant was dubbed a top internet pick by one analyst.,7/8,40,
optimism,0.9,The announcement of boosting dividends and paying special dividends suggests a confident positive outlook on the company's financial health and future performance.,"OneMain plans to boost dividend, pay special dividends",7/8,41,
excitement,0.9,"The text highlights a positive market reaction with a 6% increase in Canopy Growth's stock, driven by BofA's decision to buy the dip, suggesting a high energy positive emotion about potential gains.",Canopy Growth up 6% as BofA buys the dip,7/8,42,
fear,0.9,"The mention of a share price drop and an investigation outcome suggests intense worry about potential negative consequences for Tesco, indicating fear as the primary emotion.",Tesco share price down as grocer faces SFO investigation outcome,7/8,43,
optimism,0.75,"The mention of a contract valued at EUR 8 million suggests a positive business development, indicating a confident outlook on future performance.",The total value of the contract is some EUR 8 million .,7/8,44,
optimism,0.75,"The text describes a suite of products, suggesting a positive outlook on the company's offerings and potential market performance, indicating optimism.","BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",7/8,45,
optimism,0.75,"The text suggests a positive development for eBay as it nears a deal to sell StubHub, which could be seen as a strategic move to improve its business focus or financial position.",$EBAY - EBay nears deal to sell StubHub - WSJ https://t.co/AtzNmPTVTw,7/8,46,
excitement,0.9,"The text highlights a significant milestone for the company, suggesting a positive and energetic outlook about new opportunities and potential gains from expanding internationally.",This is the company 's first contract abroad .,7/8,47,
hope,0.8,"The text expresses a wishful anticipation that the new product releases, including the M2 MacBook Air, might positively impact Apple's stock performance, indicating hope for future gains.","The star of WWDC22 was the all-new, M2-powered MacBook Air, but AAPL stock remains cheap ahead of the iPhone 14 and Apple AR headset. The post Will the New M2 MacBook Air Be Enough to Kickstart Apple?",7/8,48,
excitement,0.9,The phrase 'game-changer' suggests a high energy positive emotion about the potential opportunities or gains from the new investment.,New investment could be a game-changer.,7/8,49,
fear,0.8,"The significant fine imposed on steelmakers for price fixing suggests a serious regulatory action, which could lead to intense worry or alarm about potential financial losses and reputational damage for the companies involved.",Germany Fines Steelmakers 646 Million Euros for Price Fixing,8/8,1,
optimism,0.75,"The increase in stake suggests a positive outlook and confidence in the future performance of Finnlines, indicating optimism about the investment's potential.","MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",8/8,2,
uncertainty,0.75,"The 'hold' rating and specific price target suggest a neutral stance, indicating uncertainty about future performance rather than a clear positive or negative outlook.",MPLX initiated as hold with $28 price target at SunTrust Robinson Humphrey,8/8,3,
optimism,0.9,"The text describes a strategic acquisition aimed at expansion, indicating a confident positive outlook about future performance in new markets.",YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,8/8,4,
optimism,0.9,"The text highlights a positive market reaction with stocks rallying, driven by strong earnings from major companies, which suggests a confident positive outlook despite some negative news.","Stocks rallied heading into the weekend, despite lousy results from Amazon. Solid earnings from Apple and oil giants Chevron and Exxon Mobil were enough to counter the weak outlook from the retail and cloud giant.",8/8,5,
hope,0.8,"The text describes a significant rebound in Netflix's stock price after a severe decline, suggesting a hopeful sentiment that the worst may be over and that recovery is possible.","Shares of Netflix Inc. NFLX, +6.40% bounced 6.6% in afternoon trading Thursday, after the streaming video company suffered its worst six-day stretch on record. The stock had plummeted 45.9% amid a six-day losing streak through Wednesday, which was kicked by the 35.1% plunge on April 20, the biggest one-day drop since Oct. 15, 2004, in the wake of a deeply disappointing earnings report.",8/8,6,
uncertainty,0.7,"The text is neutral and factual, but the mention of financial statements and reports can imply uncertainty about their contents and implications for the company's financial health.","The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",8/8,7,
uncertainty,0.6,"The text provides a brief mention of a financial report release without any details on the results, leading to uncertainty about the company's performance.",Resumen: SFL publica los resultados de 2019,8/8,8,
uncertainty,0.9,"The denial of merger talks creates doubt and confusion about the future strategic direction of InterContinental Hotels, leading to uncertainty in the market.",InterContinental Hotels Denies Reports of Starwood Merger Talks,8/8,9,
optimism,0.75,"The opening of a new R&D laboratory suggests a positive outlook for future innovation and growth, indicating optimism about the company's potential developments.","( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",8/8,10,
optimism,0.9,"The text highlights a significant increase in net interest income, suggesting a positive outlook on the Group's financial performance, which aligns with optimism.","In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",8/8,11,
optimism,0.9,"The text highlights expected growth in the auto sector's earnings, suggesting a confident positive outlook for future performance.","Per the latest Earnings Trend report, the auto sector Q4 earnings are likely to grow 6.1% y/y. Read on to know the factors likely to have shaped Ford (F), Cummins (CMI) and Meritor's (MTOR) earnings.",8/8,12,
optimism,0.9,"The declaration of a quarterly dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in continued profitability.",Ralph Lauren Corporation Declares Quarterly Dividend,8/16,13,
fear,0.9,"The statement highlights a significant potential loss of subscribers, which suggests intense worry or alarm about negative outcomes for Netflix's future performance.",Netflix warned that it could lose 2 million subscribers during the quarter.,8/16,14,
optimism,0.8,"The text suggests a positive outcome from merging the sheets, indicating a confident outlook about improving market clarity.",Merging the two free sheets will clarify the market situation .,8/16,15,
anxiety,0.7,"The text expresses unease about the forced upgrade, which could imply concerns about potential negative impacts on the user's PC performance or data security, relevant in a financial context as it involves a major tech company.",Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,8/16,16,
excitement,0.9,"The text describes a significant positive market reaction to Amazon's announcements, with a 10% jump in share price, indicating high energy and positive sentiment among investors.","Amazon.com Inc (NASDAQ: AMZN) shares jumped 10% in after-hours trading on Wednesday as the technology giant made two big announcements, both well-received by the stockholders. Amazon.com Inc announced a 20-for-1 stock split Amazon says its Board of Directors has authorised a 20-for-1 stock split to boost liquidity and lower share price to what's more comfortable […] The post Amazon shares jumped 10% after-hours on two big announcements appeared first on Invezz.",8/16,17,
optimism,0.75,"The text highlights the established presence and recognition of Benecol in major markets, suggesting a positive outlook on its market position and potential for continued success.","Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",8/16,18,
optimism,0.9,"The announcement of a partnership between AMD and Aisin Corp suggests a positive outlook for AMD's business prospects, as it indicates growth and innovation in the automotive sector.",U.S. chip design firm Advanced Micro Devices Inc on Wednesday said Japan's major automotive supply company Aisin Corp has chosen AMD's micro processor to power a new system that can help cars park themselves.,8/16,19,
anxiety,0.75,"The text highlights a significant reduction in expected smartphone units, which suggests uneasiness about future market conditions, but it does not convey intense worry or alarm.","""If you were to translate it into units, it amounts to 130 million units reduction versus expectation earlier in the year for smartphone.""",8/16,20,
uncertainty,0.7,"The text is vague and lacks specific information about the financial performance or outlook of the companies mentioned, leading to a sense of uncertainty about their future market conditions.","Our customers include companies in the energy and process industry sectors , in particular .",8/16,21,
uncertainty,0.75,"The text suggests a technical analysis of the EUR/USD currency pair finding support at a specific level, which implies a focus on market movements and potential changes. This indicates uncertainty about future direction rather than a clear positive or negative sentiment.",EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,8/16,22,
excitement,0.9,"The text highlights the anticipation of a new product launch by Apple, which typically generates high energy and positive sentiment about potential gains and opportunities in the market.","Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",8/16,23,
fear,0.9,"The suspension of production for a major product like the 737 Max suggests significant operational and financial challenges, likely causing intense worry about potential losses and negative outcomes for Boeing and its stakeholders.",Boeing to suspend 737 Max production in January,8/16,24,
optimism,0.9,"The high percentage of debt holders opting for early conversion suggests confidence in the company's future performance, indicating a positive outlook.",Aurora Cannabis says 94% of holders of its C$230 million in convertible debt opt for early conversion,8/16,25,
excitement,0.9,"The text suggests a high energy positive emotion about the opportunity to find a 'hidden bargain' in GOOG stock, indicating excitement about potential gains.","Check the valuation of GOOG stock, and take a glance at Alphabet's revenue growth. You'll surely find a hidden bargain here.",8/16,26,
optimism,0.9,"The text describes a 'significant milestone,' suggesting a positive outlook and confidence in future performance due to the new partnership.",This new partnership agreement represents a significant milestone for both parties .,8/16,27,
anxiety,0.8,"The recall of Tesla Model X cars suggests potential concerns about product quality, leading to uneasiness about future market conditions for Tesla.","Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",8/16,28,
optimism,0.75,The mention of 'target' and 'organic growth' suggests a confident positive outlook about future performance in the Baltic countries.,"In the Baltic countries , Atria 's target is organic growth .",8/16,29,
uncertainty,0.9,"The downgrade from overweight to neutral suggests a lack of clear positive or negative outlook, indicating uncertainty about Rio Tinto's future performance.",Rio Tinto downgraded to neutral from overweight at J.P. Morgan,8/16,30,
excitement,0.8,"The text suggests a high-energy positive emotion about the potential for a breakout in Yahoo's stock, indicating opportunities or gains.","RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",8/16,31,
fear,0.75,"The text describes a legal action against Amazon for unethical practices, which could lead to financial penalties and reputational damage, creating an intense worry about potential negative outcomes for the company.",The District of Columbia on Wednesday said it is suing Amazon for allegedly stealing tips from its Flex service delivery drivers to reduce labor costs and boost profits.,8/16,32,
uncertainty,0.8,"The text highlights a mix of positive news about iPhone production and ongoing concerns about China's reopening, suggesting a lack of clear direction in market sentiment.","Shares of Apple Inc. moved higher on Thursday after four straight days of declines, as a report indicating that some iPhone production in China had improved — even as a reopening from COVID-19 lockdowns leaves the nation in flux.",8/16,33,
excitement,0.9,"The text expresses high energy and positive sentiment about the stock's performance, indicating strong buy signals and momentum, which aligns with excitement.",$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,8/16,34,
uncertainty,0.6,"The text is vague and lacks context about financial implications, leading to a sense of uncertainty about why the beaches of the Southeast are mentioned in a financial context.","Turn to the beaches of the Southeast, according to @CateyHill.
https://t.co/18GcluhWX2",8/16,35,
anxiety,0.75,"The text suggests a potential financial burden on employees who choose not to get vaccinated, which may cause uneasiness about future costs and implications.",Employees who choose to not get vaccinated against COVID-19 will reportedly have to pay for their own tests.,8/16,36,
optimism,0.9,The announcement of new product releases and collaboration with Google suggests a confident positive outlook for future performance and market opportunities.,Fitness watch maker Fitbit said Wednesday it will release three new versions of its wearable trackers powered by Google this fall. Fitbit said the new models will come with six free months of Fitbit Premium.,8/16,37,
uncertainty,0.7,"The text provides factual information about employment and sales figures without indicating a clear positive or negative outlook, suggesting a neutral or uncertain emotional tone.","The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",8/16,38,
uncertainty,0.75,"The text simply states that LiveWorld has reported its Q3 results without providing any details on the performance, leading to a sense of uncertainty about the implications of these results.",LiveWorld reports Q3 results,8/16,39,
excitement,0.9,"The text highlights a positive development for AstraZeneca, securing a new cancer drug deal, which suggests a high energy positive emotion about opportunities or gains.","AstraZeneca bags another cancer drug deal, this time with Inovio",8/16,40,
anxiety,0.9,"The text indicates uneasiness about the future market conditions due to concerns over a trade deal with China, which suggests anxiety rather than more intense fear or uncertainty.",Stock-index futures pare gains after report of China concerns over trade deal,8/16,41,
optimism,0.9,"The approval of a significant buyout plan suggests a positive outlook for future business growth and market expansion, indicating confidence in the economic impact of the deal.",Australia clears AB Inbev's $100 billion SABMiller buyout plan,8/16,42,
optimism,0.9,"The text highlights Target as a successful example in avoiding the retail apocalypse, suggesting a confident positive outlook on its future performance.",Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,8/16,43,
uncertainty,0.75,"The mention of 'one stock to bail on' suggests doubt or confusion about its future performance, indicating uncertainty in the market.",Chantico Global CEO Gina Sanchez joins 'The Exchange' to offer up her three consumer staples picks and one stock to bail on.,8/16,44,
anxiety,0.9,"The text describes a negative economic trend with the euro-area economy nearly halting and manufacturing declining, which suggests uneasiness about future market conditions.",The euro-area economy came close to a halt in November as the steep decline in manufacturing spread further into se… https://t.co/PKMjM0loEx,8/16,45,
uncertainty,0.75,"The text mentions a leadership change in a major financial merger, which often brings uncertainty about future strategic directions and market impacts.",Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,8/16,46,
optimism,0.9,"The text highlights an increase in both operating profit and net sales, suggesting a confident positive outlook about the company's financial performance.","Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",8/16,47,
anxiety,0.9,"The text describes a penalty and regulatory action against Nvidia, which could create unease about future market conditions and the company's compliance issues, but it does not indicate extreme worry or alarm.","Shares of Nvidia Corp. NVDA, -0.63% fell 1.5% in morning trading Friday, after the semiconductor company agreed to pay a $5.5 million penalty, to settle charges made by the Securities and Exchange Commission regarding inadequate disclosures concerning the impact of cryptomining on Nvidia's gaming business. The company also agreed to a ""cease-and-desist"" order, the SEC said.",8/16,48,
excitement,0.9,The announcement of record esports viewership and a new partnership suggests a high energy positive emotion about opportunities and gains for Activision Blizzard.,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,8/16,49,
uncertainty,0.75,"The mention of 'stochastic overbought' suggests a technical analysis term indicating potential market reversals, which can lead to uncertainty about future price movements.",End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,9/16,0,
excitement,0.75,"The mention of a 'buy' at a specific price suggests a positive sentiment and potential opportunity, indicating excitement about the stock's performance.",$EFUT hod  posted buy pm at $4.40,9/16,1,
optimism,0.9,"The text highlights a positive trend of making higher highs and higher lows, suggesting a confident positive outlook about future performance.",$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,9/16,2,
uncertainty,0.75,"The question format of the text suggests a lack of clarity or doubt about the investment decision, indicating uncertainty about the future performance of these companies.","Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",9/16,3,
optimism,0.9,"The text highlights a long streak of positive financial performance, suggesting a confident positive outlook about the company's future performance.",UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,9/16,4,
anxiety,0.9,"The lowering of sales and earnings guidance suggests unease about future financial performance, indicating anxiety about potential negative outcomes.",Macy's lowers fiscal 2019 sales and earnings guidance,9/16,5,
optimism,0.75,"The text highlights the company's role in providing advanced solutions that simplify network security, suggesting a positive outlook on its capabilities and future performance.","Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",9/16,6,
optimism,0.9,"The text expresses a confident positive outlook about the future performance of $SWKS, with a specific target price indicating expectation of gains.","I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",9/16,7,
anxiety,0.75,"The mention of $TSLA being the weakest in the watchlist suggests uneasiness about its performance, indicating a concern about its future market conditions without reaching the level of intense worry or alarm.",$TSLA weakest in todays DT watchlist,9/16,8,
uncertainty,0.75,"The text mentions a legal process related to nuclear power plants, which can lead to uncertainty about future energy policies and market impacts. The lack of specific outcomes or market implications contributes to this emotion.","Under Finnish law , Parliament grants licences to build nuclear power plants .",9/16,9,
excitement,0.9,"The text suggests a potential end-of-day run for $SES, indicating high energy and positive anticipation about the stock's performance.",$SES back over $6 possible EOD run,9/16,10,
optimism,0.75,"The announcement of a significant IPO suggests a positive outlook for the company's future performance, indicating confidence in market conditions and potential growth.",CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,9/16,11,
uncertainty,0.7,"The text provides factual information about shareholding without clear emotional indicators, but the small percentage suggests a lack of significant influence, leading to uncertainty about the impact on market conditions.","Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",9/16,12,
optimism,0.75,"The issuance of a benchmark 10-year covered deal suggests confidence in the market's ability to support long-term investments, indicating a positive outlook.","Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",9/16,13,
uncertainty,0.7,"The text mentions the death of a significant financial figure, which may lead to uncertainty about future financial leadership or strategies that he was involved in.","Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",9/16,14,
uncertainty,0.8,"The text suggests a cooling down of expectations, indicating doubt or confusion about the potential market impact of the iPhone SE launch.",The analyst said the moderation in spending will cool down expectations for upside from the recent iPhone SE launch.,9/16,15,
uncertainty,0.9,"The phrase 'Did Hedge Funds Drop The Ball' suggests doubt and confusion about the performance or decisions related to Hecla Mining Company, indicating uncertainty about the situation.",Did Hedge Funds Drop The Ball On Hecla Mining Company (HL)?,9/16,16,
uncertainty,0.9,"The text presents a factual report of a stock price decline without providing specific reasons, leading to a sense of confusion or doubt about the cause of the market movement.",The stock price of Adobe Inc (NASDAQ: ADBE) fell by 1.84% in the most recent trading session. This is why it happened.,9/16,17,
optimism,0.75,"The text suggests a positive outlook as the FTSE is steadying, indicating stability, and is supported by a specific company, Dixons Carphone, which implies confidence in its performance.","Britain's FTSE steadies, supported by Dixons Carphone",9/16,18,
uncertainty,0.9,"The text highlights a mixed outlook on blue-chip stocks, suggesting both potential safety and risk, which indicates confusion or doubt about market direction.","As the bear market rages on, many investors have turned to blue-chip stocks to find safe harbor. Yet, while many blue-chips could add stability and safety to your portfolio (making them stocks to buy), there are plenty of such companies that are best-considered stocks to sell.",9/16,19,
uncertainty,0.75,"The use of 'meh' suggests a lack of strong emotion, indicating uncertainty about the implications of the CEO's stock sale.",$MPWR CEO sells 450k april 15th..meh,9/16,20,
anxiety,0.8,"The significant drop in profit before taxes from the previous year suggests uneasiness about the company's financial performance, but it does not indicate extreme worry or alarm.","In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",9/16,21,
optimism,0.9,"The text suggests a positive outlook for the Swedish audio streamer due to competitors' price increases, indicating confidence in future performance.",Price increases from competitors may lead to easier times for the Swedish audio streamer.,9/16,22,
optimism,0.9,"The text highlights a positive development for Lyft, with stock gains and an upgrade from Northcoast, suggesting a confident outlook for potential mergers and acquisitions.","Lyft stock gains after Northcoast upgrades, says company could be M&A target",9/16,23,
