emotion,confidence,reasoning,text,batch_id,index
anxiety,0.75,"The text suggests a potential financial burden on employees who choose not to get vaccinated, which may cause uneasiness about future costs and implications.",Employees who choose to not get vaccinated against COVID-19 will reportedly have to pay for their own tests.,8/16,36
optimism,0.9,The announcement of new product releases and collaboration with Google suggests a confident positive outlook for future performance and market opportunities.,Fitness watch maker Fitbit said Wednesday it will release three new versions of its wearable trackers powered by Google this fall. Fitbit said the new models will come with six free months of Fitbit Premium.,8/16,37
uncertainty,0.7,"The text provides factual information about employment and sales figures without indicating a clear positive or negative outlook, suggesting a neutral or uncertain emotional tone.","The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",8/16,38
uncertainty,0.75,"The text simply states that LiveWorld has reported its Q3 results without providing any details on the performance, leading to a sense of uncertainty about the implications of these results.",LiveWorld reports Q3 results,8/16,39
excitement,0.9,"The text highlights a positive development for AstraZeneca, securing a new cancer drug deal, which suggests a high energy positive emotion about opportunities or gains.","AstraZeneca bags another cancer drug deal, this time with Inovio",8/16,40
anxiety,0.9,"The text indicates uneasiness about the future market conditions due to concerns over a trade deal with China, which suggests anxiety rather than more intense fear or uncertainty.",Stock-index futures pare gains after report of China concerns over trade deal,8/16,41
optimism,0.9,"The approval of a significant buyout plan suggests a positive outlook for future business growth and market expansion, indicating confidence in the economic impact of the deal.",Australia clears AB Inbev's $100 billion SABMiller buyout plan,8/16,42
optimism,0.9,"The text highlights Target as a successful example in avoiding the retail apocalypse, suggesting a confident positive outlook on its future performance.",Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,8/16,43
uncertainty,0.75,"The mention of 'one stock to bail on' suggests doubt or confusion about its future performance, indicating uncertainty in the market.",Chantico Global CEO Gina Sanchez joins 'The Exchange' to offer up her three consumer staples picks and one stock to bail on.,8/16,44
anxiety,0.9,"The text describes a negative economic trend with the euro-area economy nearly halting and manufacturing declining, which suggests uneasiness about future market conditions.",The euro-area economy came close to a halt in November as the steep decline in manufacturing spread further into se… https://t.co/PKMjM0loEx,8/16,45
uncertainty,0.75,"The text mentions a leadership change in a major financial merger, which often brings uncertainty about future strategic directions and market impacts.",Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,8/16,46
optimism,0.9,"The text highlights an increase in both operating profit and net sales, suggesting a confident positive outlook about the company's financial performance.","Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",8/16,47
anxiety,0.9,"The text describes a penalty and regulatory action against Nvidia, which could create unease about future market conditions and the company's compliance issues, but it does not indicate extreme worry or alarm.","Shares of Nvidia Corp. NVDA, -0.63% fell 1.5% in morning trading Friday, after the semiconductor company agreed to pay a $5.5 million penalty, to settle charges made by the Securities and Exchange Commission regarding inadequate disclosures concerning the impact of cryptomining on Nvidia's gaming business. The company also agreed to a ""cease-and-desist"" order, the SEC said.",8/16,48
excitement,0.9,The announcement of record esports viewership and a new partnership suggests a high energy positive emotion about opportunities and gains for Activision Blizzard.,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,8/16,49
uncertainty,0.75,"The mention of 'stochastic overbought' suggests a technical analysis term indicating potential market reversals, which can lead to uncertainty about future price movements.",End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,9/16,0
excitement,0.75,"The mention of a 'buy' at a specific price suggests a positive sentiment and potential opportunity, indicating excitement about the stock's performance.",$EFUT hod  posted buy pm at $4.40,9/16,1
optimism,0.9,"The text highlights a positive trend of making higher highs and higher lows, suggesting a confident positive outlook about future performance.",$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,9/16,2
uncertainty,0.75,"The question format of the text suggests a lack of clarity or doubt about the investment decision, indicating uncertainty about the future performance of these companies.","Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",9/16,3
optimism,0.9,"The text highlights a long streak of positive financial performance, suggesting a confident positive outlook about the company's future performance.",UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,9/16,4
anxiety,0.9,"The lowering of sales and earnings guidance suggests unease about future financial performance, indicating anxiety about potential negative outcomes.",Macy's lowers fiscal 2019 sales and earnings guidance,9/16,5
optimism,0.75,"The text highlights the company's role in providing advanced solutions that simplify network security, suggesting a positive outlook on its capabilities and future performance.","Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",9/16,6
optimism,0.9,"The text expresses a confident positive outlook about the future performance of $SWKS, with a specific target price indicating expectation of gains.","I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",9/16,7
anxiety,0.75,"The mention of $TSLA being the weakest in the watchlist suggests uneasiness about its performance, indicating a concern about its future market conditions without reaching the level of intense worry or alarm.",$TSLA weakest in todays DT watchlist,9/16,8
uncertainty,0.75,"The text mentions a legal process related to nuclear power plants, which can lead to uncertainty about future energy policies and market impacts. The lack of specific outcomes or market implications contributes to this emotion.","Under Finnish law , Parliament grants licences to build nuclear power plants .",9/16,9
excitement,0.9,"The text suggests a potential end-of-day run for $SES, indicating high energy and positive anticipation about the stock's performance.",$SES back over $6 possible EOD run,9/16,10
optimism,0.75,"The announcement of a significant IPO suggests a positive outlook for the company's future performance, indicating confidence in market conditions and potential growth.",CompaniesCar insurer Hastings Group driving ÃÂ£180m IPO,9/16,11
uncertainty,0.7,"The text provides factual information about shareholding without clear emotional indicators, but the small percentage suggests a lack of significant influence, leading to uncertainty about the impact on market conditions.","Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",9/16,12
optimism,0.75,"The issuance of a benchmark 10-year covered deal suggests confidence in the market's ability to support long-term investments, indicating a positive outlook.","Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",9/16,13
uncertainty,0.7,"The text mentions the death of a significant financial figure, which may lead to uncertainty about future financial leadership or strategies that he was involved in.","Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",9/16,14
uncertainty,0.8,"The text suggests a cooling down of expectations, indicating doubt or confusion about the potential market impact of the iPhone SE launch.",The analyst said the moderation in spending will cool down expectations for upside from the recent iPhone SE launch.,9/16,15
uncertainty,0.9,"The phrase 'Did Hedge Funds Drop The Ball' suggests doubt and confusion about the performance or decisions related to Hecla Mining Company, indicating uncertainty about the situation.",Did Hedge Funds Drop The Ball On Hecla Mining Company (HL)?,9/16,16
uncertainty,0.9,"The text presents a factual report of a stock price decline without providing specific reasons, leading to a sense of confusion or doubt about the cause of the market movement.",The stock price of Adobe Inc (NASDAQ: ADBE) fell by 1.84% in the most recent trading session. This is why it happened.,9/16,17
optimism,0.75,"The text suggests a positive outlook as the FTSE is steadying, indicating stability, and is supported by a specific company, Dixons Carphone, which implies confidence in its performance.","Britain's FTSE steadies, supported by Dixons Carphone",9/16,18
uncertainty,0.9,"The text highlights a mixed outlook on blue-chip stocks, suggesting both potential safety and risk, which indicates confusion or doubt about market direction.","As the bear market rages on, many investors have turned to blue-chip stocks to find safe harbor. Yet, while many blue-chips could add stability and safety to your portfolio (making them stocks to buy), there are plenty of such companies that are best-considered stocks to sell.",9/16,19
uncertainty,0.75,"The use of 'meh' suggests a lack of strong emotion, indicating uncertainty about the implications of the CEO's stock sale.",$MPWR CEO sells 450k april 15th..meh,9/16,20
anxiety,0.8,"The significant drop in profit before taxes from the previous year suggests uneasiness about the company's financial performance, but it does not indicate extreme worry or alarm.","In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",9/16,21
optimism,0.9,"The text suggests a positive outlook for the Swedish audio streamer due to competitors' price increases, indicating confidence in future performance.",Price increases from competitors may lead to easier times for the Swedish audio streamer.,9/16,22
optimism,0.9,"The text highlights a positive development for Lyft, with stock gains and an upgrade from Northcoast, suggesting a confident outlook for potential mergers and acquisitions.","Lyft stock gains after Northcoast upgrades, says company could be M&A target",9/16,23
anxiety,0.8,"The mention of additional costs due to delays suggests uneasiness about the project's financial impact, indicating anxiety about future market conditions.",Petrofac books further ÃÂ£30m cost for Shetland gas terminal delays,9/16,24
anxiety,0.9,"The text highlights a significant decline in Micron's stock both over the week and year-to-date, suggesting uneasiness about the company's future market performance.","Micron (NASDAQ: MU) stock has been down 4% this week, and year-to-date, it has also fallen 42%.",9/16,25
anxiety,0.9,"The phrase 'under pressure' suggests uneasiness about the future performance of Shire's share price following the large financial commitment of the Baxalta deal, indicating anxiety about potential negative market reactions.",Shire share price under pressure after $32bn Baxalta deal,9/16,26
optimism,0.9,"The phrase 'returns to bull camp' suggests a positive outlook and confidence in Wingstop's future performance, indicating optimism.",Baird returns to Wingstop bull camp,9/16,27
anxiety,0.9,"The text highlights a significant decline in Starbucks' market value, suggesting unease about the company's current performance and future prospects, but it does not convey intense worry or alarm.","Starbucks Corp. ( SBUX , Financial), the world's largest coffee chain, has seen its market value erode 22% this year, which makes it reasonable to say the company is off to a difficult start this year.",9/16,28
fear,0.9,"The phrase 'insurmountable regulatory hurdles' suggests a significant obstacle that could lead to negative outcomes, indicating intense worry or alarm about the potential failure of the sale.",Japan's SoftBank announces that sale of British company faces insurmountable regulatory hurdles,9/16,29
uncertainty,0.75,"The text indicates a small position and a short put strategy, which suggests a cautious approach. This reflects uncertainty about the stock's future movement, as the investor is hedging against potential downside.","$NFLX small pos, short 180 wkly puts.",9/16,30
optimism,0.9,"The text indicates a positive outlook with an upgrade to 'Buy' and a price target increase, suggesting confidence in future performance.","$SNAP (+1.9% pre) Loop Capital Upgrades Snap Inc (SNAP) to Buy, $20 PT, $20 PT

https://t.co/360xtpeCr1",9/16,31
uncertainty,0.7,"The text mentions the derivation of market data and analytics from research, which suggests a reliance on data that may not provide clear direction, leading to a sense of uncertainty about market outcomes.",Market data and analytics are derived from primary and secondary research .,9/16,32
uncertainty,0.75,"The text indicates a technical analysis situation where $GOOG is testing a significant moving average after a period of consolidation, suggesting doubt about future price direction.",$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,9/16,33
optimism,0.8,"The text suggests a strategic partnership and potential expansion opportunity, indicating a positive outlook on future business performance.",Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,9/16,34
excitement,0.9,"The phrase 'Oh snap' and the decision to 'go long again' suggest a high-energy positive emotion about potential gains, indicating excitement about the investment opportunity.",$MXWL Oh snap. Just went long again. LT,9/16,35
uncertainty,0.8,The mention of a divided board on the InBev offer suggests confusion or doubt about the decision-making process and future outcomes.,SAB's Chairman Digs In With Board Divided on InBev Offer,9/16,36
optimism,0.9,"The text discusses YouTube's plans to innovate and expand into new areas like the metaverse and blockchain, suggesting a confident positive outlook on future performance and opportunities.","Alphabet Inc's (NASDAQ: GOOG) (NASDAQ: GOOGL) YouTube looks to start creating metaverse experiences on its video platform, beginning with gaming, amid increasing competition with ByteDance Inc's TikTok and Meta Platforms Inc's (NASDAQ: FB) Instagram. YouTube elaborated on its blockchain and metaverse plans for 2022, saying it could harness emerging technologies to cut fraud in the fast-growing digital art market and offer gaming content a more social viewing experience.",9/16,37
uncertainty,0.7,"The text provides factual information about Huhtamaki's share capital and shares outstanding without indicating a clear positive or negative sentiment, leading to a sense of uncertainty about the implications of these figures.","Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",9/16,38
optimism,0.75,"The text describes a service that facilitates electronic invoicing, which suggests a positive outlook on efficiency and future business operations.",Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,9/16,39
optimism,0.9,"The statement indicates a positive outlook as it highlights that total orders will surpass last year's levels, suggesting confidence in future performance.","However , the total orders received will still be above last year s levels .",9/16,40
fear,0.9,"The mention of a crash and pilots being unaware of engine status suggests a serious and alarming situation, likely causing intense worry about safety and operational oversight.",Report: Emirates Pilots Unaware Engines Idle in 2016 Crash,9/16,41
optimism,0.75,"The text describes a strategic business deal, which typically suggests a positive outlook for future performance, indicating optimism about the company's growth and development.","And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",9/16,42
excitement,0.9,"The text suggests a positive opportunity to acquire valuable companies at a low price, indicating a high energy positive emotion about potential gains.",These incredible companies are hanging out in Wall Street's bargain bin for all the wrong reasons.,9/16,43
uncertainty,0.75,"The text suggests a focus on the impact of the USMCA on specific industries, which often involves analysis of potential changes and outcomes, leading to a sense of uncertainty about future market conditions.",How the USMCA Affects U.S. Steelmakers and Auto Manufacturers,9/16,44
uncertainty,0.75,"The text introduces a new technology without clear implications for the market, leading to a sense of doubt or confusion about its future impact.","NEW YORK — Soon enough, a bedside Amazon device might know whether you're sleeping — or not.",9/16,45
optimism,0.8,"The revival of TALF by the Fed is a positive action aimed at bolstering the ABS market, suggesting a confident outlook on improving market conditions.",$XLF $FAS $FAZ - Fed revives TALF to bolster ABS market https://t.co/0rRXf0aqLC,9/16,46
hope,0.75,"The text suggests a general indifference ('collective shrug') towards Instagram's move, but the mention of a 'glimmer of H...' implies a small presence of hope for positive outcomes.","Horizon Media Study Finds Instagram’s Move to Hide Likes is Somewhat of a Collective Shrug, but with a Glimmer of H… https://t.co/gxnZp3H5lh",9/16,47
optimism,0.8,"The text suggests potential investment opportunities in gaming companies, indicating a confident positive outlook about future performance in this sector.","Looking to invest in gaming? Nvidia, Corsair Gaming, and Warner Bros.",9/16,48
uncertainty,0.7,"The mention of a company going ex-dividend typically involves uncertainty about how the stock price will adjust and how investors will react, as it can lead to fluctuations in the stock's value.",BOK Financial goes ex-dividend tomorrow,9/16,49
optimism,0.9,"The text describes stocks trading higher in strong uptrends, indicating a confident positive outlook about future performance.","Apple, Inc (NASDAQ:AAPL), Carnival Corp (NYSE:CCL) and JP Morgan & Chase (NYSE:JPM) are all trading higher in strong uptrends. An uptrend occurs when a stock consistently makes a series of higher highs and higher lows on the chart.",10/16,0
optimism,0.75,"The text suggests a proactive approach to improving business efficiency and performance, indicating a confident positive outlook about future outcomes.","CompaniesNew Aggreko CEO to reshape business, strip costs",10/16,1
uncertainty,0.75,"The appointment of a new chairman often brings uncertainty as it may lead to changes in strategy or management style, affecting future market conditions.",RBS will reportedly appoint Howard Davies as its next chairman,10/16,2
excitement,0.9,"The text describes a significant increase in stock price following a positive earnings report, indicating a high energy positive reaction to the company's performance.",Texas Instruments stock jumped over 4% after the company reported earnings.,10/16,3
anxiety,0.9,"The text describes a significant drop in oil prices due to OPEC's decision, which suggests uneasiness about future market conditions and potential negative impacts on oil-related investments.",$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,10/16,4
uncertainty,0.75,"The text presents mixed signals with stocks ending higher on Friday, but the S&P 500 experiencing a weekly decline, indicating a lack of clear direction in the market.","U.S. stocks end higher Friday, but S&P 500 suffers weekly decline https://t.co/0BZLR3sOoF",10/16,5
excitement,0.9,"The text conveys a high energy positive emotion by highlighting the opportunity to own a part of a 'terrific company' at a low cost, suggesting a sense of enthusiasm and eagerness about the investment opportunity.",You can own a piece of this terrific company for less than the cost of a fancy dinner out.,10/16,6
optimism,0.75,"The appointment of a new leader at a major unit like General Re suggests a positive outlook for future performance and strategic direction, indicating optimism.",Berkshire Hathaway names Kara Raiguel to lead General Re unit,10/16,7
optimism,0.8,"The text highlights significant stock purchases by a director, which typically signals confidence in the company's future performance, suggesting a positive outlook.",Intel (NASDAQ: INTC ) stock is in focus following significant purchases from Director Lip-Bu Tan. The executive joined Intel's board on Sept.,10/16,8
fear,0.9,"The phrase 'more gloom ahead in stocks' suggests an intense worry or alarm about potential losses or negative outcomes in the stock market, indicating fear as the primary emotion.",$VCLT $SPLB $IGLB - Guggenheim's Minerd sees more gloom ahead in stocks https://t.co/NKYQgy2o3J,10/16,9
uncertainty,0.8,"The text highlights Amazon's significant stock decline and mentions upcoming events without clear positive or negative outcomes, indicating confusion or doubt about future market direction.","Amazon has struggled in 2022, its stock price is down more than 45% right now year to date. Here is a roundup of the big events impacting Amazon stock and where things are headed in 2023.",10/16,10
anxiety,0.75,"The text highlights the significant impact of fuel expenses on airline operating costs, suggesting a concern about future financial performance due to potential fluctuations in fuel prices.","Expenses on fuel represent a major component of operating costs of airlines including DAL, UAL, HA and SAVE.",10/16,11
hope,0.75,"The announcement of a plan to import drugs from Canada suggests an aspiration for positive outcomes, such as reduced drug prices, but there is some doubt about the implementation and effectiveness of such a plan.",Trump says he will soon release plan allowing states to import drugs from Canada https://t.co/uFuF7N9Ula,10/16,12
anxiety,0.9,"The lowering of sales guidance suggests uneasiness about future performance, indicating a cautious outlook rather than extreme worry or alarm.","Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%",10/16,13
uncertainty,0.7,"The text provides information about security reports and updates, which suggests a need for vigilance and monitoring, often associated with uncertainty about current conditions.","Security reports, real-time status updates and more can be found on the site.",10/16,14
anxiety,0.9,"The text expresses relief that a key support level was not broken, indicating uneasiness about potential negative outcomes if it had been breached.",Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,10/16,15
optimism,0.9,"The text suggests a positive outlook on $REN's future performance, indicating confidence that it is a good time to buy, which aligns with optimism.",$REN bottoming out again.. Good time to buy,10/16,16
uncertainty,0.75,"The mention of a 'key price to watch' and 'previous double top reject' suggests a focus on technical analysis, indicating uncertainty about future price movements.","Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",10/16,17
uncertainty,0.9,"The mention of a merger being under threat due to Brexit suggests confusion or doubt about the future of the merger and its implications, indicating uncertainty as the primary emotion.",London Stock Exchange Ã¢â¬â Deutsche Boerse merger under threat from Brexit,10/16,18
uncertainty,0.75,"The text provides limited information about the reaction to Netflix's earnings, suggesting a lack of clarity about the market's response or future implications.","Tom Rogers, Engine Media executive chairman, joins CNBC's 'Squawk Box' to react to Netflix's latest quarterly earnings.",10/16,19
optimism,0.75,"The text highlights a positive achievement of CuriosityStream reaching 10 million subscribers, suggesting a confident outlook on its growth and potential in the market.","CuriosityStream, a streaming service devoted to science and nature has quietly amassed 10 million subscribers, more… https://t.co/bh8ZZdSJWv",10/16,20
optimism,0.75,"The text suggests a positive outlook as the proceeds are intended to achieve a target, indicating confidence in future performance.",It will use the proceeds from the transaction to achieve its target .,10/16,21
optimism,0.75,"The text suggests a positive outlook on future performance and quality improvements, indicating confidence in the benefits of the rebuilds.",The rebuilds are designed to improve the machines ' performance and product quality .,10/16,22
excitement,0.9,"The text describes a strategic move by a major company into a profitable market, suggesting high energy and positive anticipation about potential gains.",The chip giant has started making a play in a lucrative market currently dominated by Nvidia and AMD.,10/16,23
uncertainty,0.9,"The text indicates traders are hedging, suggesting doubt or confusion about the outcome of the US-China deal, which points to uncertainty as the primary emotion.",Tech Down As Traders Hedge On US-China Deal Prospects -- Tech Roundup #economy #MarketScreener… https://t.co/PDK1Scf0jM,10/16,24
uncertainty,0.75,"The text provides a factual statement about share capital and voting rights without indicating a clear positive or negative sentiment, suggesting uncertainty about the implications of this percentage change.",This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,10/16,25
anxiety,0.9,"The mention of the coronavirus impact on the auto supply chain suggests uneasiness about future market conditions, but it does not convey the intense worry or alarm that would indicate fear.",$NSANY - Coronavirus impact hits auto supply chain https://t.co/rr0mlGVZXn,10/16,26
anxiety,0.9,"Despite the gain, the speaker expresses skepticism and a decision to take profits, indicating uneasiness about future market conditions rather than celebrating the current success.",My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,10/16,27
uncertainty,0.8,"The text presents positive earnings and revenue surprises, but the question about future implications suggests doubt or confusion about the stock's future direction.","People's United (PBCT) delivered earnings and revenue surprises of 16.13% and 0.74%, respectively, for the quarter ended December 2021. Do the numbers hold clues to what lies ahead for the stock?",10/16,28
uncertainty,0.75,"The phrase 'That's What Analysts Think' suggests a reliance on external opinions, indicating a lack of clarity or consensus about the company's value, which points to uncertainty.",kr121 - That's What Analysts Think NIBE Industrier AB (publ) Is Worth After These Results,10/16,29
optimism,0.9,"The text highlights positive aspects such as revenue growth in cloud services and increased demand for PCs, suggesting a confident positive outlook on Microsoft's performance.","$MSFT Yahoo Finance Live's Julie Hyman and Brian Sozzi break down Microsoft's second quarter earnings, its cloud services revenue growth, and demand for PCs during the pandemic.",10/16,30
uncertainty,0.75,"The text suggests a lack of clarity about the future due to the employment situation, indicating confusion or doubt about market outcomes.","According to Finnair Technical Services , the measure is above all due to the employment situation .",10/16,31
optimism,0.9,"The text highlights a positive outlook by emphasizing that the catalysts for a brighter future outweigh the risks, indicating confidence in future performance.",The catalysts for a brighter future at Amazon outweigh some potential risks.,10/16,32
anxiety,0.9,"The text reflects a sense of uneasiness about potential future supply issues affecting Apple, indicating a cautious stance without immediate drastic actions, which aligns with anxiety.","Analysts say they would not cut Apple estimates yet, but remain cautious about any ""prolonged supply impacts.""",10/16,33
excitement,0.8,"The text describes a proactive business move by Asahi to acquire well-known brands, suggesting a positive outlook and opportunity for growth, which aligns with excitement.",Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,10/16,34
anxiety,0.9,"The downgrade and reduced price target suggest concerns about future performance, leading to uneasiness about Starbucks' market conditions.",$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,10/16,35
optimism,0.8,"The text suggests a positive outlook on improving efficiency in marketing and sales investments, indicating confidence in future performance.",The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,10/16,36
fear,0.9,"The allegation against the e-commerce giant suggests potential legal and financial repercussions, which could lead to intense worry or alarm about negative outcomes for the company.",Lawmakers allege the e-commerce giant lied about its use of third-party sellers' data.,10/16,37
uncertainty,0.75,"The text mentions both positive and negative technical alerts, such as 'Expansion Breakout' and 'Gilligan's Island Sell Setup,' which suggest mixed signals about the stock's future performance, leading to a sense of uncertainty.","$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",10/16,38
uncertainty,0.75,"The text suggests a conflict between Facebook and the Attorney General, which implies a lack of clarity about the future of encryption technology rollout and its implications, leading to uncertainty.",Facebook is resisting Attorney General William Barr's calls to delay rollout of encryption technology across its pl… https://t.co/k2SzZ2zsLi,10/16,39
optimism,0.9,"The text highlights a significant increase in operating profit, suggesting a confident positive outlook about the company's financial performance.",Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,10/16,40
uncertainty,0.7,"The text discusses finding the most cost-efficient method, which implies a search for solutions and potential doubt about the best approach, indicating uncertainty.","The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",10/16,41
uncertainty,0.7,"The text describes a financial analysis review, which typically involves evaluating various aspects of a company's performance. The lack of specific positive or negative language suggests a neutral tone, but the nature of analysis implies some level of uncertainty about future outcomes.","Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",10/16,42
uncertainty,0.9,"The text indicates a lack of clarity about Heineken's specific actions regarding the sale of Hartwall, suggesting confusion or doubt about the market direction or outcomes.",The markets expect Heineken to sell Hartwall as a whole or in parts .,10/16,44
optimism,0.9,"The text highlights a significant growth in sales, suggesting a positive outlook for the business's future performance.","Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",10/16,45
optimism,0.75,"The text suggests a positive outlook as beta testers have the opportunity to influence the final version, indicating confidence in future improvements and outcomes.","Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",10/16,46
excitement,0.9,"The text highlights a significant gain in Netflix shares, outperforming the S&P 500, which suggests a high energy positive emotion about the opportunity or gain.","Netflix shares have tacked on more than 20% in value over the last three months, crushing the S&P 500's performance.",10/16,47
excitement,0.8,"The mention of a significant contract value suggests a positive development, likely generating high energy and enthusiasm about potential gains.",The total value of these two contracts is over EUR 21 million .,10/16,48
optimism,0.75,"The text suggests a strategic approach to raising awareness, indicating a confident outlook on future engagement and performance, which aligns with optimism.","The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",10/16,49
optimism,0.9,"The announcement of an FDA priority review for a new drug application suggests a positive outlook for PTC Therapeutics, indicating confidence in future performance and potential success.",$PTCT: PTC Therapeutics announces that the FDA has granted priority review for the New Drug Application for... https://t.co/EIQ7MgrPSc,11/16,0
anxiety,0.8,"The text suggests uneasiness about the current high gas prices and the actions of refiners, indicating concern about future market conditions.","Gas prices are high because refiners are squeezing the market, knowing that their industry has a sell-by date. The post What Drives Gas Prices?",11/16,1
anxiety,0.9,"The announcement of staff reduction typically generates uneasiness about future market conditions and job security, indicating anxiety.","The staff reduction will start immediately , Glaston added .",11/16,2
optimism,0.75,"The text highlights ownership of significant real estate assets, suggesting a positive outlook on future development and potential gains, indicating optimism.","These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",11/16,3
excitement,0.9,"The text highlights a positive upgrade and a significant price target increase, suggesting high energy and enthusiasm about potential gains.",$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,11/16,4
uncertainty,0.75,"The text presents mixed financial results with a decrease in operating profit but an increase in net sales, leading to confusion or doubt about the overall financial health and future market direction.","Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",11/16,5
uncertainty,0.75,"The narrowing of the EPS outlook suggests a lack of clarity about future earnings, indicating uncertainty about the company's financial performance.",BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48,11/16,6
optimism,0.75,"The text indicates that U.S. stocks have opened higher, suggesting a positive outlook on market performance, which aligns with optimism.",U.S. stocks open higher https://t.co/BejHsM6lkv https://t.co/mrgV8q38Wz,11/16,7
anxiety,0.9,"The text describes job losses and temporary layoffs, which typically generate uneasiness about future market conditions, but the tone is not extreme enough to suggest intense fear.","As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",11/16,8
uncertainty,0.75,"The text describes a significant change in Apple's policy, which introduces uncertainty about how this will impact Apple's business model and revenue from the App Store.","Apple will follow a Dutch ruling to let a third-party payment options for dating apps, Reuters reported Saturday (Jan. 15). This will be the first time the tech giant will allow outside payments within an App Store app.",11/16,9
anxiety,0.75,"The text indicates a decline in the FTSE index led by Royal Mail and Johnson Matthey, suggesting unease about market performance, but not an extreme reaction.","Royal Mail, Johnson Matthey lead FTSE lower",11/16,10
optimism,0.9,"The general manager expresses confidence about the approval of the new license, indicating a positive outlook on the future outcome.","Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",11/16,11
anxiety,0.9,"The text highlights Netflix's efforts to cut costs due to slowing subscriber growth, indicating uneasiness about future market conditions.","As Netflix Inc. NFLX, +4.84% looks to save money in the face of slowing subscriber growth, the company is scouring its operations for opportunities to cut costs.",11/16,12
uncertainty,0.75,"The text indicates a change in ownership stake, which could lead to uncertainty about the future direction or stability of Stonesoft Corporation's stock or business strategy.",Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,11/16,13
optimism,0.75,"The statement highlights a continued need for infrastructure construction, suggesting a positive outlook for future opportunities in the Baltic markets.",Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,11/16,14
optimism,0.9,"The upgrade to 'Buy' by Compass Point suggests a positive outlook on the stock's future performance, indicating confidence in its potential gains.",$WRI: Compass Point ups to Buy,11/16,15
