emotion,confidence,reasoning,text,batch_id,index
uncertainty,0.75,"The text describes a business sale, which often involves uncertainty about future operations and market impact, but lacks strong indicators of other emotions like fear or optimism.","Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",6/8,5
optimism,0.9,"The term 'bulletproof' suggests a strong, resilient outlook for Russia's financial situation, indicating a confident positive outlook about future performance.","For Wall Street, Russia Has Become ‘Bulletproof’",6/8,6
optimism,0.9,"The announcement of Lloyds paying its first dividend since a rescue suggests a positive outlook on the company's recovery and future performance, indicating confidence in its financial stability.",REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,6/8,7
anxiety,0.75,"The phrase 'Storms Of December' suggests potential challenges or disruptions, creating a sense of unease about future market conditions during the holiday period.","Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",6/8,8
optimism,0.75,"The announcement of a new agreement to build a plant suggests a positive outlook for future growth and expansion, indicating optimism about the company's prospects.","The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",6/8,9
anxiety,0.8,"The text highlights a challenge in oil production that could lead to operational disruptions, suggesting uneasiness about potential future issues without indicating extreme worry or alarm.",One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,6/8,10
optimism,0.9,The text indicates a positive outlook as a price target is raised and the speaker expresses confidence by stating they remain invested ('long').,$ilmn piper Jeffries raises pt.  I remain long,6/8,11
optimism,0.9,"The text highlights a positive outlook due to solid momentum in key segments, suggesting confidence in future performance.",Texas Instruments' (TXN) second-quarter 2022 results are likely to reflect the impacts of a solid momentum across the Analog and Embedded processing segments.,6/8,12
fear,0.9,The significant drop in share value suggests intense worry or alarm about potential losses or negative outcomes for investors.,The e-commerce giant's shares are now down about 34% from highs hit last July.,6/8,14
uncertainty,0.8,"The imposition of anti-dumping duties can create uncertainty in the market as it may affect trade relations and market dynamics, leading to confusion about future economic conditions.",Anti-Dumping Duty Imposed On 90 Chinese Items,6/8,15
anxiety,0.75,"The decrease in net sales suggests a negative performance, which likely causes uneasiness about future market conditions, but it is not extreme enough to be classified as fear.","Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",6/8,16
anxiety,0.8,"The report of weak margins suggests unease about the company's financial performance, indicating potential concerns about future profitability without reaching the level of intense worry or alarm.",Exponent reports weak margins for Q4,6/8,17
optimism,0.9,"The text highlights that Perrigo's preliminary revenue exceeds expectations, suggesting a positive outlook. The lack of change in full-year guidance indicates confidence in maintaining performance.",$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance https://t.co/2YcDQYw1D7,6/8,18
excitement,0.9,"The text expresses high energy and anticipation about potential gains due to the upcoming earnings report and expected volatility, indicating excitement.","$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",6/8,19
excitement,0.9,"The phrase 'joyfully fresh like a vitamin injection' conveys a high energy positive emotion about the upcoming collection, indicating enthusiasm and anticipation for its release.","`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",6/8,20
uncertainty,0.75,"The update on the 737 MAX suggests potential changes or developments, but without specific details, it creates a sense of doubt about the implications for Southwest and Boeing's future operations.",Boeing to give Southwest board 737 MAX update this week,6/8,21
optimism,0.9,"The text suggests a positive outlook as the company expects its investments to result in increased net sales, indicating confidence in future performance.",The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,6/8,22
uncertainty,0.9,"The text highlights volatility and the need for selectivity in purchasing stocks, indicating confusion or doubt about market direction and outcomes.","Tech stocks have been volatile on the prospect of surging interest rates. Now may be a great time to buy discounted growth stocks, but you have to be selective.",6/8,23
excitement,0.9,"The text describes major stock indexes reaching record highs, which suggests a high energy positive emotion about market gains, aligning with excitement.",All major stock indexes have hit record intraday highs on heels of Trump tweets,6/8,24
optimism,0.75,"The mention of an order being included in the backlog suggests a positive outlook for future business performance, indicating confidence in continued demand and revenue.",The order is included in Metso 's fourth quarter 2007 order backlog .,6/8,25
hope,0.8,"The statement suggests an aspiration for recovery and improvement in the company's performance, indicating hope for positive outcomes despite current challenges.",The e-commerce giant is unlikely to remain beaten down for long.,6/8,26
anxiety,0.9,"The report of an operating loss suggests uneasiness about the company's financial performance, but it does not convey extreme worry or alarm, indicating anxiety rather than fear.",Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,6/8,27
excitement,0.9,"The text highlights a significant positive change in $TSLA's stock price, using words like 'amazing rebound,' which conveys a high energy positive emotion about the gains.",$TSLA is now up 57% from its February low. Amazing rebound.,6/8,28
excitement,0.9,"The phrase 'gone green' suggests a positive movement in Facebook's stock price, indicating a high energy positive emotion about potential gains.",$FB gone green on day,6/8,29
uncertainty,0.75,"The mention of 'Negative Interest Rates And The Perpetuity Paradox' suggests confusion or doubt about the implications of these financial concepts, indicating uncertainty about market direction or outcomes.",Negative Interest Rates And The Perpetuity Paradox. Follow this and any other stock on Seeking Alpha!… https://t.co/0OqvQisRJf,6/8,31
uncertainty,0.75,"The text indicates mixed sentiments with positive interest in two stocks and a negative outlook on another, suggesting a lack of clear direction or consensus, which aligns with uncertainty.",Miller Value Partners Likes These Two Stocks; Bearish on One,6/8,32
uncertainty,0.9,"The text questions whether Lowe's can regain its position against Home Depot, indicating doubt about future performance and outcomes.",Can Lowe’s Recapture Lost Ground from Home Depot with Earnings?,6/8,33
uncertainty,0.75,"The text suggests a focus on hedge fund opinions, which often indicates a lack of clear consensus or direction, leading to uncertainty about the stock's future performance.",Here is What Hedge Funds Think About Guangshen Railway Co. Ltd  (GSH),6/8,34
uncertainty,0.9,"The text reflects a situation where a major policy change is occurring due to a legal ruling, creating doubt and confusion about future company policies and their implications for employees.","Starbucks Corp suspended COVID-19 vaccine-or-test requirement for U.S. employees that had been mandated by the government, according to a memo sent to workers on Tuesday, following an adverse U.S. Supreme Court ruling.",6/8,35
anxiety,0.8,The news of a rival disclosing employee wrongdoing leading to a drop in New Oriental's stock price suggests uneasiness about potential negative impacts on the company's reputation and future market conditions.,$EDU - New Oriental -4% after rival discloses employee wrongdoing https://t.co/KWUtDIdiBI,6/8,36
anxiety,0.8,"The mention of a 'supply shock' suggests uneasiness about potential disruptions in the copper market, reminiscent of past events, indicating anxiety about future market conditions.",Copper market may get a 2003-style supply shock from Glencore closures,6/8,37
optimism,0.9,"The text suggests a positive outlook for certain S&P 500 stocks, indicating confidence in their future performance despite current market challenges.","Although Wall Street is hurting right now, not all S&P 500 stocks are getting thrashed. And these beauties are getting ready to break out.",6/8,38
uncertainty,0.75,"The text reports a slight decline in beef imports, which may suggest uncertainty about future trends or market conditions, as the change is not significant enough to indicate a clear direction.","Beef imports fell slightly from 2006 , to 14mn kilos .",6/8,39
uncertainty,0.75,"The text provides a past achievement without current context, suggesting ambiguity about the retailer's present or future status.",The health and beauty product retailer was at one point the largest seller on Amazon's third-party marketplace.,6/8,40
anxiety,0.75,"The mention of the Mexican economy stagnating suggests uneasiness about future market conditions, but it does not convey intense worry or alarm, making anxiety the most fitting emotion.",Mexican Economy Stagnated in Third Quarter #economy #MarketScreener https://t.co/tIiIpe0xGG https://t.co/GgsUtNYmc3,6/8,41
uncertainty,0.75,"The review of IL&FS resolution progress suggests ongoing evaluation and potential doubt about the outcomes, indicating uncertainty about the future resolution success.",Corporate Affairs Ministry Reviews IL&FS Resolution Progress,6/8,42
excitement,0.9,"The text highlights the significant improvement in technology and service speed, which suggests a high energy positive emotion about the opportunities and benefits this advancement brings.",4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,6/8,43
uncertainty,0.9,"The text questions whether the strong dollar will pose a problem for other companies, indicating doubt about future market impacts.",The strong dollar is the culprit. Will it be a problem for other companies as well?,6/8,44
excitement,0.9,"The text conveys a high energy positive emotion about the opportunity to buy stocks at a low price, indicating excitement about potential gains.","$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",6/8,45
optimism,0.75,"The text suggests a positive outlook for the stock's future performance, indicating confidence that the price will rise after a period of decline.","$RNN day traders flushed out, it should start going up slowly from now on .",6/8,46
optimism,0.8,"The text suggests a positive outlook for future collaboration and market stability, as Microsoft is making efforts to ensure continued availability of popular games on multiple platforms, indicating confidence in the acquisition's success.",Microsoft says it has offered Sony a 10-year contract to make new “Call of Duty” games available on PlayStation at the same time as their release on Xbox if the Redmond company completes its proposed acquisition of Activision Blizzard.,6/8,47
anxiety,0.75,"The text reports a decrease in operating profit, which may cause uneasiness about future financial performance, but it does not indicate extreme worry or alarm.","Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",6/8,48
optimism,0.75,"The mention of a 'buy point' suggests a positive outlook on the stock's potential for growth, indicating confidence in future performance.",Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,6/8,49
optimism,0.9,"The approval of a merger between two major stock exchanges suggests a positive outlook for future growth and synergies, indicating confidence in improved performance and opportunities.",London Stock Exchange Shareholders Approve Merger With Deutsche BÃÂ¶rse,7/8,0
optimism,0.9,"The text expresses a confident positive outlook about the stock's future performance, suggesting it will increase in value soon.",$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,7/8,1
uncertainty,0.9,"The text indicates a delay in the expected volume shipment of a product, which creates doubt about the timeline and potential market impact, leading to an overall tone of uncertainty.","Much-rumored headset likely won't ship in previously expected volume until the second half of 2023, a noted Apple analyst reports.",7/8,2
uncertainty,0.75,"The text discusses a refinancing plan, which often involves uncertainty about future financial conditions and outcomes, especially regarding the success of the refinancing effort.",The serial bond is part of the plan to refinance the short-term credit facility .,7/8,3
uncertainty,0.7,"The text presents a slight increase in net interest income, but lacks context on whether this is a positive or negative outcome, leading to uncertainty about the financial implications.","Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",7/8,4
excitement,0.9,"The text suggests a high energy positive reaction to the news of a potential takeover, as indicated by the shares hitting a record high, which typically reflects investor enthusiasm and anticipation of gains.",CompaniesActelion shares hit record on Shire takeover talk,7/8,5
fear,0.9,"The text describes a 'very bearish picture' for crude oil, indicating intense worry or alarm about potential losses in the market.","Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,” @spyjared sa… https://t.co/Gr2SNNpCOz",7/8,6
uncertainty,0.75,"The phrase 'It's a matter of valuation' suggests a focus on assessing the worth of an asset, which often involves ambiguity and doubt about the correct market value, indicating uncertainty.",It's a matter of valuation.,7/8,7
excitement,0.9,"The text highlights a successful IPO with a significant stock price increase, indicating a high energy positive emotion about the financial opportunity and gains.",Intel spun out its driver-assist subsidiary Mobileye Wednesday and raised $861 million in the initial public offering. Mobileye's stock was up about 34% during trading Wednesday from the initial public offering price of $21 a share.,7/8,8
fear,0.9,The text highlights 'fears of loss of business' which indicates intense worry about potential negative outcomes for Micron due to its relationship with Apple.,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,7/8,9
anxiety,0.8,"The text indicates that Park City Group's earnings per share and revenue both fell short of expectations, which typically causes unease about the company's financial performance and future prospects.","Park City Group EPS misses by $0.01, misses on revenue",7/8,10
uncertainty,0.75,"The text reports a business transaction without indicating positive or negative outcomes, leaving the future implications of the sale unclear.","LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",7/8,11
uncertainty,0.7,"The text provides a factual statement about past performance without any indication of future implications, leading to a neutral tone with a slight lean towards uncertainty about future outcomes.",Tekla Group 's net sales for 2005 were approximately 38 million euros .,7/8,12
uncertainty,0.7,"The text does not directly relate to financial markets, but the mention of a shooting incident could create uncertainty in the local economy or market sentiment due to potential safety concerns and regulatory impacts.",Teen used ‘ghost gun’ in California high school shooting https://t.co/AFzUEK7oi9,7/8,13
anxiety,0.8,"The text highlights potential negative impacts on Apple's results due to supply chain shortages, foreign exchange issues, and geopolitical tensions, suggesting unease about future market conditions.","Bloomberg's Mark Gurman breaks down Apple's third quarter and how impacts from supply chain shortages, foreign exchange issues and the war in Ukraine could be felt throughout its results.",7/8,14
optimism,0.75,"The text describes a successful joint venture and the production of high-quality tools, suggesting a positive outlook on future business performance.","Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",7/8,15
uncertainty,0.7,"The text suggests a controversial situation, which often leads to confusion or doubt about outcomes, especially in a financial context where the implications of such controversies are unclear.",A Painting Stirs Controversy in Mexico,7/8,16
uncertainty,0.8,"The text suggests a significant change in the market landscape with the end of exchange mega-deals, which introduces doubt about future market dynamics and potential impacts.",LSE-Deutsche Boerse merger would signal end to exchange mega-deals,7/8,17
optimism,0.9,"The text indicates a positive development with LEE exiting bankruptcy and mentions strong trading volume, suggesting a confident outlook on future performance.",$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,7/8,19
optimism,0.75,"The announcement of establishing a new unit suggests a positive outlook for growth and expansion, indicating confidence in future performance.","Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",7/8,20
anxiety,0.75,"The focus on strengthening the balance sheet and increasing cash flow suggests a concern about financial stability, indicating anxiety about future market conditions.","`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",7/8,21
optimism,0.9,"The clearance of a major merger by EU regulators suggests a positive outlook for the companies involved, indicating confidence in future performance and growth opportunities.","EU regulators clear $100 billion-plus AB InBev, SABMiller deal",7/8,22
optimism,0.9,"The text reports an increase in net profit for Ixonos Oyj, indicating a positive financial performance, which suggests a confident outlook for the company's future.","( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",7/8,23
uncertainty,0.75,"The text suggests a lack of clear direction in $AAPL's movement, with smaller up waves indicating potential indecision or lack of momentum, leading to uncertainty about future price action.",$AAPL wants lower. up waves getting smaller on the 2 min,7/8,24
optimism,0.9,"The statement highlights a positive outcome (higher net sales) due to favorable currency rates, suggesting a confident positive outlook on the company's performance.","Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",7/8,25
optimism,0.9,"The text highlights a recovery in the liquid handling business, particularly in North America and Asia, suggesting a confident positive outlook about future performance in these regions.","Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",7/8,26
uncertainty,0.75,"The text suggests a potential change in $GOOG's stock behavior, indicating confusion or doubt about its future direction, which aligns with uncertainty.",$GOOG resistance turned support?  It,7/8,27
optimism,0.75,"The text provides a 'clear overview' and discusses the 'future outlook,' suggesting a confident positive outlook about the market's future performance.",Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,7/8,28
uncertainty,0.7,"The text is a formal introduction to an earnings call, which typically involves discussing financial results and projections. The lack of specific financial performance details or forward-looking statements in this excerpt suggests a neutral tone, but the context of an earnings call often carries an underlying uncertainty about market reactions and future performance.","Ulta Beauty, Inc. (NASDAQ:ULTA ) Q1 2022 Earnings Conference Call May 26, 2022 4:30 PM ET Company Participants Kiley Rawlins - Vice President of Investor Relations Dave Kimbell - Chief Executive Officer Scott Settersten - Chief Financial Officer Kecia Steelman - Chief Operating Officer Conference Call Participants Simeon Siegel - BMO Capital Markets Korinne Wolfmeyer - Piper Sandler Olivia Tong - Raymond James Steph Wissink - Jefferies Kate McShane - Goldman Sachs Daniel Hofkin - William Blair Michael Lasser - UBS Simeon Gutman - Morgan Stanley Michael Binetti - Credit Suisse Operator Good afternoon, and welcome to Ulta Beauty's Conference Call to discuss Results for the First Quarter of Fiscal Year 2022. At this time, all participants are in a listen-only mode.",7/8,29
excitement,0.9,"The use of the word 'thrilling' suggests a high energy positive emotion about the opportunities or gains associated with the resolution of oil's consolidation, indicating excitement.",The Expected and Thrilling Resolution of Oil’s Consolidation,7/8,30
uncertainty,0.9,The mention of 'recent volatility' and the open-ended question about the future suggests a lack of clarity and doubt about the market direction for Astrazeneca shares.,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,7/8,31
uncertainty,0.75,"The statement suggests a lack of clarity or potential confusion about financial planning or future pension calculations, leading to uncertainty.",This amount will not be included in the pensionable salary .,7/8,32
optimism,0.9,"The text highlights that Aviva and Friends Life have exceeded forecasts, which suggests a confident positive outlook about their future performance, especially in the context of a significant merger.","Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",7/8,33
anxiety,0.9,"The text describes a decline in Microsoft's share price despite positive earnings, suggesting uneasiness about future market conditions or investor sentiment.",Microsoft Corporation (NASDAQ: MSFT) shares are trading lower by 7.76% to $231.22 Wednesday morning despite the company reporting better-than-expected first-quarter EPS and,7/8,34
optimism,0.9,"The text highlights positive financial performance with increased net sales and improved EBITDA, suggesting a confident outlook for future performance.","For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",7/8,35
optimism,0.75,"The promotion of an upstream boss to deputy CEO suggests a positive outlook for the company's future performance, indicating confidence in leadership and potential growth.",MarketsBP promotes upstream boss to deputy CEO,7/8,36
optimism,0.9,"The phrase 'poised to outperform' suggests a confident positive outlook about Newmont Goldcorp's future performance, indicating optimism.",Newmont Goldcorp Is Poised to Outperform,7/8,37
optimism,0.9,"The text highlights a positive development with the company's commitment to sustainable practices, suggesting a confident outlook on future performance and environmental responsibility.","It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .",7/8,38
optimism,0.9,"The text highlights a significant increase in the company's order value, suggesting a confident positive outlook about the company's future performance.","According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",7/8,39
optimism,0.9,"The text suggests a positive outlook as the company is highlighted as a top pick, indicating confidence in its future performance.",The e-commerce giant was dubbed a top internet pick by one analyst.,7/8,40
optimism,0.9,The announcement of boosting dividends and paying special dividends suggests a confident positive outlook on the company's financial health and future performance.,"OneMain plans to boost dividend, pay special dividends",7/8,41
excitement,0.9,"The text highlights a positive market reaction with a 6% increase in Canopy Growth's stock, driven by BofA's decision to buy the dip, suggesting a high energy positive emotion about potential gains.",Canopy Growth up 6% as BofA buys the dip,7/8,42
fear,0.9,"The mention of a share price drop and an investigation outcome suggests intense worry about potential negative consequences for Tesco, indicating fear as the primary emotion.",Tesco share price down as grocer faces SFO investigation outcome,7/8,43
optimism,0.75,"The mention of a contract valued at EUR 8 million suggests a positive business development, indicating a confident outlook on future performance.",The total value of the contract is some EUR 8 million .,7/8,44
optimism,0.75,"The text describes a suite of products, suggesting a positive outlook on the company's offerings and potential market performance, indicating optimism.","BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",7/8,45
optimism,0.75,"The text suggests a positive development for eBay as it nears a deal to sell StubHub, which could be seen as a strategic move to improve its business focus or financial position.",$EBAY - EBay nears deal to sell StubHub - WSJ https://t.co/AtzNmPTVTw,7/8,46
excitement,0.9,"The text highlights a significant milestone for the company, suggesting a positive and energetic outlook about new opportunities and potential gains from expanding internationally.",This is the company 's first contract abroad .,7/8,47
hope,0.8,"The text expresses a wishful anticipation that the new product releases, including the M2 MacBook Air, might positively impact Apple's stock performance, indicating hope for future gains.","The star of WWDC22 was the all-new, M2-powered MacBook Air, but AAPL stock remains cheap ahead of the iPhone 14 and Apple AR headset. The post Will the New M2 MacBook Air Be Enough to Kickstart Apple?",7/8,48
excitement,0.9,The phrase 'game-changer' suggests a high energy positive emotion about the potential opportunities or gains from the new investment.,New investment could be a game-changer.,7/8,49
uncertainty,0.7,"The text mentions a plan to reduce the use of sodium nitrite, which suggests a change in strategy or operations. This could lead to uncertainty about the impact on the company's performance or market reactions.",J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,8/8,0
fear,0.8,"The significant fine imposed on steelmakers for price fixing suggests a serious regulatory action, which could lead to intense worry or alarm about potential financial losses and reputational damage for the companies involved.",Germany Fines Steelmakers 646 Million Euros for Price Fixing,8/8,1
optimism,0.75,"The increase in stake suggests a positive outlook and confidence in the future performance of Finnlines, indicating optimism about the investment's potential.","MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",8/8,2
uncertainty,0.75,"The 'hold' rating and specific price target suggest a neutral stance, indicating uncertainty about future performance rather than a clear positive or negative outlook.",MPLX initiated as hold with $28 price target at SunTrust Robinson Humphrey,8/8,3
optimism,0.9,"The text describes a strategic acquisition aimed at expansion, indicating a confident positive outlook about future performance in new markets.",YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,8/8,4
optimism,0.9,"The text highlights a positive market reaction with stocks rallying, driven by strong earnings from major companies, which suggests a confident positive outlook despite some negative news.","Stocks rallied heading into the weekend, despite lousy results from Amazon. Solid earnings from Apple and oil giants Chevron and Exxon Mobil were enough to counter the weak outlook from the retail and cloud giant.",8/8,5
hope,0.8,"The text describes a significant rebound in Netflix's stock price after a severe decline, suggesting a hopeful sentiment that the worst may be over and that recovery is possible.","Shares of Netflix Inc. NFLX, +6.40% bounced 6.6% in afternoon trading Thursday, after the streaming video company suffered its worst six-day stretch on record. The stock had plummeted 45.9% amid a six-day losing streak through Wednesday, which was kicked by the 35.1% plunge on April 20, the biggest one-day drop since Oct. 15, 2004, in the wake of a deeply disappointing earnings report.",8/8,6
uncertainty,0.7,"The text is neutral and factual, but the mention of financial statements and reports can imply uncertainty about their contents and implications for the company's financial health.","The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",8/8,7
uncertainty,0.9,"The denial of merger talks creates doubt and confusion about the future strategic direction of InterContinental Hotels, leading to uncertainty in the market.",InterContinental Hotels Denies Reports of Starwood Merger Talks,8/8,9
optimism,0.75,"The opening of a new R&D laboratory suggests a positive outlook for future innovation and growth, indicating optimism about the company's potential developments.","( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",8/8,10
optimism,0.9,"The text highlights a significant increase in net interest income, suggesting a positive outlook on the Group's financial performance, which aligns with optimism.","In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",8/8,11
optimism,0.9,"The text highlights expected growth in the auto sector's earnings, suggesting a confident positive outlook for future performance.","Per the latest Earnings Trend report, the auto sector Q4 earnings are likely to grow 6.1% y/y. Read on to know the factors likely to have shaped Ford (F), Cummins (CMI) and Meritor's (MTOR) earnings.",8/8,12
